latitude,longitude,elevation_m
18.99,72.95,22.38
18.99,72.955,16.08
18.99,72.96,14.54
18.99,72.965,11.76
18.99,72.97,20.79
18.99,72.975,24.03
18.99,72.98,31.04
18.99,72.985,42.29
18.99,72.99,47.31
18.99,72.995,53.28
18.99,73.0,59.45
18.995,72.77,10.62
18.995,72.775,13.46
18.995,72.78,9.93
18.995,72.785,10.16
18.995,72.79,0.56
18.995,72.795,0.0
18.995,72.8,0.0
18.995,72.805,0.0
18.995,72.81,0.0
18.995,72.815,0.0
18.995,72.82,0.0
18.995,72.825,6.98
18.995,72.83,19.35
18.995,72.835,26.98
18.995,72.84,33.18
18.995,72.845,33.08
18.995,72.85,33.51
18.995,72.855,30.89
18.995,72.86,20.84
18.995,72.865,10.49
18.995,72.87,4.93
18.995,72.875,0.57
18.995,72.88,2.41
18.995,72.885,7.35
18.995,72.89,12.74
18.995,72.895,19.96
18.995,72.9,24.57
18.995,72.905,27.27
18.995,72.91,26.96
18.995,72.915,29.44
18.995,72.92,32.12
18.995,72.925,37.07
18.995,72.93,34.95
18.995,72.935,40.23
18.995,72.94,42.27
18.995,72.945,37.47
18.995,72.95,29.85
18.995,72.955,22.38
18.995,72.96,19.16
18.995,72.965,14.39
18.995,72.97,13.5
18.995,72.975,17.63
18.995,72.98,27.8
18.995,72.985,38.22
18.995,72.99,51.54
18.995,72.995,61.1
18.995,73.0,60.23
19.0,72.77,0.25
19.0,72.775,9.78
19.0,72.78,11.2
19.0,72.785,10.2
19.0,72.79,12.86
19.0,72.795,6.91
19.0,72.8,4.14
19.0,72.805,0.0
19.0,72.81,0.0
19.0,72.815,0.0
19.0,72.82,0.0
19.0,72.825,5.98
19.0,72.83,17.98
19.0,72.835,26.76
19.0,72.84,30.76
19.0,72.845,30.21
19.0,72.85,28.07
19.0,72.855,18.93
19.0,72.86,12.53
19.0,72.865,8.39
19.0,72.87,3.8
19.0,72.875,3.81
19.0,72.88,6.56
19.0,72.885,10.55
19.0,72.89,20.52
19.0,72.895,25.45
19.0,72.9,24.87
19.0,72.905,25.76
19.0,72.91,28.79
19.0,72.915,27.24
19.0,72.92,22.7
19.0,72.925,28.23
19.0,72.93,35.47
19.0,72.935,36.36
19.0,72.94,38.93
19.0,72.945,41.46
19.0,72.95,37.78
19.0,72.955,31.73
19.0,72.96,22.68
19.0,72.965,19.45
19.0,72.97,19.63
19.0,72.975,19.71
19.0,72.98,26.53
19.0,72.985,40.06
19.0,72.99,52.16
19.0,72.995,60.36
19.0,73.0,59.08
19.005,72.77,0.0
19.005,72.775,0.0
19.005,72.78,6.17
19.005,72.785,6.97
19.005,72.79,9.04
19.005,72.795,10.04
19.005,72.8,6.15
19.005,72.805,0.0
19.005,72.81,2.07
19.005,72.815,0.0
19.005,72.82,0.0
19.005,72.825,3.5
19.005,72.83,10.79
19.005,72.835,16.02
19.005,72.84,19.83
19.005,72.845,17.57
19.005,72.85,20.88
19.005,72.855,17.33
19.005,72.86,17.24
19.005,72.865,10.83
19.005,72.87,8.31
19.005,72.875,8.99
19.005,72.88,15.34
19.005,72.885,21.36
19.005,72.89,23.73
19.005,72.895,27.32
19.005,72.9,31.2
19.005,72.905,24.99
19.005,72.91,19.56
19.005,72.915,23.22
19.005,72.92,21.91
19.005,72.925,19.83
19.005,72.93,27.86
19.005,72.935,29.5
19.005,72.94,36.22
19.005,72.945,41.12
19.005,72.95,36.48
19.005,72.955,36.36
19.005,72.96,28.0
19.005,72.965,24.11
19.005,72.97,29.74
19.005,72.975,27.61
19.005,72.98,32.29
19.005,72.985,39.13
19.005,72.99,41.86
19.005,72.995,49.29
19.005,73.0,51.14
19.01,72.77,0.0
19.01,72.775,0.0
19.01,72.78,1.87
19.01,72.785,0.0
19.01,72.79,5.9
19.01,72.795,7.67
19.01,72.8,12.91
19.01,72.805,8.38
19.01,72.81,18.76
19.01,72.815,10.93
19.01,72.82,12.06
19.01,72.825,12.48
19.01,72.83,8.47
19.01,72.835,8.02
19.01,72.84,7.03
19.01,72.845,6.58
19.01,72.85,9.84
19.01,72.855,10.62
19.01,72.86,12.08
19.01,72.865,14.88
19.01,72.87,19.84
19.01,72.875,19.93
19.01,72.88,23.43
19.01,72.885,27.39
19.01,72.89,26.82
19.01,72.895,23.99
19.01,72.9,24.99
19.01,72.905,24.37
19.01,72.91,23.9
19.01,72.915,19.26
19.01,72.92,19.29
19.01,72.925,19.69
19.01,72.93,21.49
19.01,72.935,26.15
19.01,72.94,29.59
19.01,72.945,33.67
19.01,72.95,34.25
19.01,72.955,33.87
19.01,72.96,39.49
19.01,72.965,39.13
19.01,72.97,38.9
19.01,72.975,35.66
19.01,72.98,37.0
19.01,72.985,34.12
19.01,72.99,36.74
19.01,72.995,34.52
19.01,73.0,34.43
19.015,72.77,0.0
19.015,72.775,0.0
19.015,72.78,0.0
19.015,72.785,0.0
19.015,72.79,0.0
19.015,72.795,3.53
19.015,72.8,12.86
19.015,72.805,19.3
19.015,72.81,24.23
19.015,72.815,22.99
19.015,72.82,18.6
19.015,72.825,10.52
19.015,72.83,5.92
19.015,72.835,0.0
19.015,72.84,0.0
19.015,72.845,0.0
19.015,72.85,0.0
19.015,72.855,5.02
19.015,72.86,14.38
19.015,72.865,20.26
19.015,72.87,25.76
19.015,72.875,31.34
19.015,72.88,32.75
19.015,72.885,25.85
19.015,72.89,25.85
19.015,72.895,27.73
19.015,72.9,23.04
19.015,72.905,24.24
19.015,72.91,19.7
19.015,72.915,20.04
19.015,72.92,22.61
19.015,72.925,21.3
19.015,72.93,19.27
19.015,72.935,17.14
19.015,72.94,23.8
19.015,72.945,30.42
19.015,72.95,28.15
19.015,72.955,41.12
19.015,72.96,44.1
19.015,72.965,49.18
19.015,72.97,52.0
19.015,72.975,46.89
19.015,72.98,43.73
19.015,72.985,33.14
19.015,72.99,29.87
19.015,72.995,27.97
19.015,73.0,20.33
19.02,72.77,0.0
19.02,72.775,0.0
19.02,72.78,0.0
19.02,72.785,0.0
19.02,72.79,0.0
19.02,72.795,6.06
19.02,72.8,18.06
19.02,72.805,19.32
19.02,72.81,32.62
19.02,72.815,28.79
19.02,72.82,24.94
19.02,72.825,17.11
19.02,72.83,0.74
19.02,72.835,0.0
19.02,72.84,0.0
19.02,72.845,0.0
19.02,72.85,0.0
19.02,72.855,0.0
19.02,72.86,13.76
19.02,72.865,26.4
19.02,72.87,34.85
19.02,72.875,35.12
19.02,72.88,33.68
19.02,72.885,32.73
19.02,72.89,29.51
19.02,72.895,24.95
19.02,72.9,24.24
19.02,72.905,19.16
19.02,72.91,16.16
19.02,72.915,22.35
19.02,72.92,19.81
19.02,72.925,18.6
19.02,72.93,17.96
19.02,72.935,18.31
19.02,72.94,17.43
19.02,72.945,24.72
19.02,72.95,31.49
19.02,72.955,39.0
19.02,72.96,49.54
19.02,72.965,58.23
19.02,72.97,57.85
19.02,72.975,57.66
19.02,72.98,47.79
19.02,72.985,36.83
19.02,72.99,27.5
19.02,72.995,16.89
19.02,73.0,13.17
19.025,72.77,0.0
19.025,72.775,0.0
19.025,72.78,0.0
19.025,72.785,0.0
19.025,72.79,0.0
19.025,72.795,8.54
19.025,72.8,22.4
19.025,72.805,26.83
19.025,72.81,32.67
19.025,72.815,30.15
19.025,72.82,21.81
19.025,72.825,15.41
19.025,72.83,5.51
19.025,72.835,0.0
19.025,72.84,0.0
19.025,72.845,0.0
19.025,72.85,0.0
19.025,72.855,0.0
19.025,72.86,11.74
19.025,72.865,24.61
19.025,72.87,35.04
19.025,72.875,41.36
19.025,72.88,40.13
19.025,72.885,38.32
19.025,72.89,29.56
19.025,72.895,30.63
19.025,72.9,25.84
19.025,72.905,19.62
19.025,72.91,19.73
19.025,72.915,18.03
19.025,72.92,18.41
19.025,72.925,13.88
19.025,72.93,12.07
19.025,72.935,13.53
19.025,72.94,19.73
19.025,72.945,20.43
19.025,72.95,27.11
19.025,72.955,44.9
19.025,72.96,52.81
19.025,72.965,58.39
19.025,72.97,57.08
19.025,72.975,52.22
19.025,72.98,45.64
19.025,72.985,36.21
19.025,72.99,22.99
19.025,72.995,17.58
19.025,73.0,10.54
19.03,72.77,0.0
19.03,72.775,0.0
19.03,72.78,0.0
19.03,72.785,0.0
19.03,72.79,5.01
19.03,72.795,12.72
19.03,72.8,21.9
19.03,72.805,26.58
19.03,72.81,27.31
19.03,72.815,23.42
19.03,72.82,19.0
19.03,72.825,15.31
19.03,72.83,1.4
19.03,72.835,1.17
19.03,72.84,0.0
19.03,72.845,0.0
19.03,72.85,0.0
19.03,72.855,0.0
19.03,72.86,11.65
19.03,72.865,21.66
19.03,72.87,28.58
19.03,72.875,28.86
19.03,72.88,38.63
19.03,72.885,41.54
19.03,72.89,39.76
19.03,72.895,30.13
19.03,72.9,29.87
19.03,72.905,25.81
19.03,72.91,16.98
19.03,72.915,9.77
19.03,72.92,11.76
19.03,72.925,11.77
19.03,72.93,11.33
19.03,72.935,13.56
19.03,72.94,24.32
19.03,72.945,28.63
19.03,72.95,39.21
19.03,72.955,49.02
19.03,72.96,48.12
19.03,72.965,55.89
19.03,72.97,52.88
19.03,72.975,48.86
19.03,72.98,43.66
19.03,72.985,33.26
19.03,72.99,24.99
19.03,72.995,18.2
19.03,73.0,21.76
19.035,72.77,0.0
19.035,72.775,0.0
19.035,72.78,0.0
19.035,72.785,2.46
19.035,72.79,13.85
19.035,72.795,18.54
19.035,72.8,19.81
19.035,72.805,20.58
19.035,72.81,15.81
19.035,72.815,16.66
19.035,72.82,13.85
19.035,72.825,9.97
19.035,72.83,5.53
19.035,72.835,4.76
19.035,72.84,6.55
19.035,72.845,5.16
19.035,72.85,6.5
19.035,72.855,2.09
19.035,72.86,4.78
19.035,72.865,11.64
19.035,72.87,18.76
19.035,72.875,25.12
19.035,72.88,31.64
19.035,72.885,40.03
19.035,72.89,39.21
19.035,72.895,35.09
19.035,72.9,29.97
19.035,72.905,25.02
19.035,72.91,22.43
19.035,72.915,7.91
19.035,72.92,5.86
19.035,72.925,12.01
19.035,72.93,10.91
19.035,72.935,20.42
19.035,72.94,32.19
19.035,72.945,34.97
19.035,72.95,42.71
19.035,72.955,45.99
19.035,72.96,44.68
19.035,72.965,49.3
19.035,72.97,42.07
19.035,72.975,38.16
19.035,72.98,35.98
19.035,72.985,36.28
19.035,72.99,32.81
19.035,72.995,29.61
19.035,73.0,31.01
19.04,72.77,0.0
19.04,72.775,0.0
19.04,72.78,0.33
19.04,72.785,11.45
19.04,72.79,15.05
19.04,72.795,20.89
19.04,72.8,14.84
19.04,72.805,11.1
19.04,72.81,6.59
19.04,72.815,4.83
19.04,72.82,4.45
19.04,72.825,3.22
19.04,72.83,8.93
19.04,72.835,12.79
19.04,72.84,10.38
19.04,72.845,11.95
19.04,72.85,12.1
19.04,72.855,6.14
19.04,72.86,6.02
19.04,72.865,9.59
19.04,72.87,14.9
19.04,72.875,18.85
19.04,72.88,25.61
19.04,72.885,32.15
19.04,72.89,39.33
19.04,72.895,39.92
19.04,72.9,31.13
19.04,72.905,27.9
19.04,72.91,16.53
19.04,72.915,9.27
19.04,72.92,7.61
19.04,72.925,11.53
19.04,72.93,16.14
19.04,72.935,24.8
19.04,72.94,34.08
19.04,72.945,41.59
19.04,72.95,44.3
19.04,72.955,45.86
19.04,72.96,40.37
19.04,72.965,38.74
19.04,72.97,35.39
19.04,72.975,33.22
19.04,72.98,33.86
19.04,72.985,35.7
19.04,72.99,40.2
19.04,72.995,35.61
19.04,73.0,42.4
19.045,72.77,0.0
19.045,72.775,0.0
19.045,72.78,3.01
19.045,72.785,12.48
19.045,72.79,10.9
19.045,72.795,11.09
19.045,72.8,9.79
19.045,72.805,3.64
19.045,72.81,3.34
19.045,72.815,0.0
19.045,72.82,2.23
19.045,72.825,6.13
19.045,72.83,14.36
19.045,72.835,18.55
19.045,72.84,18.44
19.045,72.845,17.45
19.045,72.85,19.43
19.045,72.855,12.62
19.045,72.86,9.52
19.045,72.865,6.14
19.045,72.87,10.56
19.045,72.875,11.81
19.045,72.88,18.93
19.045,72.885,25.16
19.045,72.89,30.23
19.045,72.895,32.96
19.045,72.9,29.66
19.045,72.905,24.63
19.045,72.91,17.44
19.045,72.915,17.41
19.045,72.92,15.52
19.045,72.925,16.37
19.045,72.93,22.8
19.045,72.935,30.82
19.045,72.94,37.44
19.045,72.945,36.19
19.045,72.95,39.54
19.045,72.955,40.18
19.045,72.96,37.53
19.045,72.965,28.61
19.045,72.97,30.46
19.045,72.975,25.17
19.045,72.98,33.23
19.045,72.985,35.45
19.045,72.99,44.66
19.045,72.995,44.84
19.045,73.0,46.83
19.05,72.77,3.55
19.05,72.775,2.32
19.05,72.78,2.87
19.05,72.785,7.42
19.05,72.79,7.23
19.05,72.795,4.39
19.05,72.8,0.0
19.05,72.805,0.0
19.05,72.81,0.0
19.05,72.815,0.27
19.05,72.82,4.95
19.05,72.825,8.18
19.05,72.83,15.78
19.05,72.835,17.48
19.05,72.84,20.84
19.05,72.845,22.82
19.05,72.85,19.28
19.05,72.855,18.78
19.05,72.86,15.81
19.05,72.865,12.96
19.05,72.87,12.22
19.05,72.875,8.43
19.05,72.88,10.34
19.05,72.885,17.27
19.05,72.89,13.88
19.05,72.895,21.92
19.05,72.9,22.25
19.05,72.905,25.04
19.05,72.91,29.17
19.05,72.915,27.05
19.05,72.92,30.0
19.05,72.925,30.53
19.05,72.93,31.88
19.05,72.935,32.93
19.05,72.94,35.26
19.05,72.945,31.72
19.05,72.95,29.18
19.05,72.955,29.22
19.05,72.96,27.21
19.05,72.965,21.91
19.05,72.97,25.98
19.05,72.975,25.98
19.05,72.98,33.9
19.05,72.985,34.3
19.05,72.99,47.02
19.05,72.995,46.69
19.05,73.0,47.95
19.055,72.77,15.18
19.055,72.775,13.51
19.055,72.78,8.86
19.055,72.785,0.66
19.055,72.79,0.0
19.055,72.795,0.0
19.055,72.8,0.0
19.055,72.805,0.0
19.055,72.81,0.0
19.055,72.815,1.76
19.055,72.82,7.89
19.055,72.825,14.09
19.055,72.83,16.49
19.055,72.835,19.32
19.055,72.84,18.74
19.055,72.845,24.58
19.055,72.85,25.07
19.055,72.855,25.77
19.055,72.86,25.79
19.055,72.865,21.18
19.055,72.87,16.13
19.055,72.875,9.52
19.055,72.88,6.91
19.055,72.885,5.48
19.055,72.89,5.84
19.055,72.895,9.11
19.055,72.9,16.69
19.055,72.905,24.47
19.055,72.91,30.94
19.055,72.915,36.41
19.055,72.92,43.29
19.055,72.925,48.1
19.055,72.93,42.06
19.055,72.935,36.17
19.055,72.94,32.01
19.055,72.945,26.6
19.055,72.95,22.57
19.055,72.955,22.4
19.055,72.96,21.07
19.055,72.965,25.6
19.055,72.97,27.36
19.055,72.975,34.42
19.055,72.98,38.25
19.055,72.985,41.73
19.055,72.99,45.03
19.055,72.995,51.13
19.055,73.0,51.25
19.06,72.77,22.44
19.06,72.775,17.77
19.06,72.78,6.96
19.06,72.785,1.6
19.06,72.79,0.0
19.06,72.795,0.0
19.06,72.8,0.0
19.06,72.805,0.0
19.06,72.81,0.0
19.06,72.815,0.0
19.06,72.82,7.56
19.06,72.825,15.31
19.06,72.83,12.99
19.06,72.835,17.13
19.06,72.84,21.94
19.06,72.845,24.19
19.06,72.85,30.02
19.06,72.855,27.85
19.06,72.86,27.2
19.06,72.865,23.22
19.06,72.87,18.98
19.06,72.875,9.74
19.06,72.88,0.37
19.06,72.885,2.01
19.06,72.89,0.0
19.06,72.895,5.28
19.06,72.9,7.26
19.06,72.905,20.47
19.06,72.91,33.02
19.06,72.915,44.42
19.06,72.92,53.99
19.06,72.925,54.03
19.06,72.93,49.7
19.06,72.935,41.75
19.06,72.94,31.03
19.06,72.945,17.85
19.06,72.95,13.25
19.06,72.955,13.28
19.06,72.96,23.23
19.06,72.965,22.76
19.06,72.97,27.87
19.06,72.975,34.93
19.06,72.98,36.94
19.06,72.985,41.81
19.06,72.99,45.49
19.06,72.995,45.76
19.06,73.0,47.03
19.065,72.77,26.08
19.065,72.775,18.25
19.065,72.78,5.63
19.065,72.785,0.0
19.065,72.79,0.0
19.065,72.795,0.0
19.065,72.8,0.0
19.065,72.805,0.0
19.065,72.81,0.0
19.065,72.815,0.0
19.065,72.82,10.92
19.065,72.825,10.03
19.065,72.83,17.03
19.065,72.835,18.72
19.065,72.84,22.24
19.065,72.845,21.77
19.065,72.85,23.57
19.065,72.855,27.64
19.065,72.86,29.91
19.065,72.865,29.67
19.065,72.87,17.28
19.065,72.875,10.63
19.065,72.88,0.75
19.065,72.885,0.0
19.065,72.89,0.0
19.065,72.895,1.43
19.065,72.9,8.04
19.065,72.905,23.12
19.065,72.91,35.01
19.065,72.915,47.76
19.065,72.92,56.63
19.065,72.925,55.36
19.065,72.93,50.14
19.065,72.935,38.67
19.065,72.94,28.1
19.065,72.945,17.35
19.065,72.95,11.61
19.065,72.955,13.87
19.065,72.96,17.55
19.065,72.965,17.01
19.065,72.97,27.09
19.065,72.975,32.12
19.065,72.98,40.69
19.065,72.985,41.88
19.065,72.99,44.42
19.065,72.995,45.6
19.065,73.0,47.02
19.07,72.77,23.15
19.07,72.775,17.66
19.07,72.78,10.32
19.07,72.785,0.09
19.07,72.79,0.0
19.07,72.795,0.0
19.07,72.8,0.0
19.07,72.805,0.0
19.07,72.81,0.0
19.07,72.815,0.0
19.07,72.82,4.55
19.07,72.825,11.95
19.07,72.83,15.15
19.07,72.835,19.18
19.07,72.84,23.78
19.07,72.845,31.94
19.07,72.85,31.18
19.07,72.855,29.9
19.07,72.86,26.59
19.07,72.865,21.32
19.07,72.87,13.33
19.07,72.875,6.29
19.07,72.88,1.48
19.07,72.885,0.0
19.07,72.89,0.0
19.07,72.895,3.83
19.07,72.9,12.13
19.07,72.905,21.44
19.07,72.91,34.57
19.07,72.915,42.38
19.07,72.92,48.9
19.07,72.925,48.26
19.07,72.93,48.03
19.07,72.935,39.1
19.07,72.94,35.25
19.07,72.945,23.67
19.07,72.95,17.89
19.07,72.955,16.16
19.07,72.96,16.7
19.07,72.965,19.85
19.07,72.97,26.49
19.07,72.975,30.21
19.07,72.98,34.9
19.07,72.985,39.75
19.07,72.99,45.66
19.07,72.995,53.21
19.07,73.0,50.82
19.075,72.77,10.69
19.075,72.775,11.69
19.075,72.78,8.58
19.075,72.785,6.01
19.075,72.79,5.94
19.075,72.795,0.0
19.075,72.8,0.0
19.075,72.805,0.0
19.075,72.81,0.0
19.075,72.815,0.0
19.075,72.82,3.01
19.075,72.825,7.61
19.075,72.83,14.65
19.075,72.835,23.53
19.075,72.84,22.53
19.075,72.845,30.43
19.075,72.85,27.0
19.075,72.855,27.11
19.075,72.86,15.87
19.075,72.865,13.27
19.075,72.87,9.48
19.075,72.875,4.79
19.075,72.88,4.54
19.075,72.885,8.35
19.075,72.89,9.65
19.075,72.895,12.35
19.075,72.9,21.29
19.075,72.905,25.24
19.075,72.91,30.3
19.075,72.915,32.2
19.075,72.92,32.16
19.075,72.925,37.44
19.075,72.93,37.71
19.075,72.935,37.32
19.075,72.94,34.04
19.075,72.945,31.83
19.075,72.95,28.58
19.075,72.955,24.44
19.075,72.96,20.71
19.075,72.965,16.21
19.075,72.97,19.89
19.075,72.975,27.49
19.075,72.98,28.04
19.075,72.985,41.93
19.075,72.99,45.03
19.075,72.995,53.79
19.075,73.0,57.56
19.08,72.77,2.15
19.08,72.775,10.17
19.08,72.78,8.6
19.08,72.785,7.6
19.08,72.79,10.6
19.08,72.795,5.92
19.08,72.8,2.14
19.08,72.805,0.0
19.08,72.81,0.0
19.08,72.815,0.0
19.08,72.82,0.0
19.08,72.825,8.56
19.08,72.83,13.2
19.08,72.835,20.78
19.08,72.84,29.36
19.08,72.845,27.18
19.08,72.85,27.21
19.08,72.855,20.55
19.08,72.86,14.15
19.08,72.865,13.78
19.08,72.87,8.63
19.08,72.875,8.82
19.08,72.88,11.38
19.08,72.885,14.14
19.08,72.89,21.27
19.08,72.895,25.77
19.08,72.9,26.78
19.08,72.905,26.49
19.08,72.91,24.48
19.08,72.915,25.12
19.08,72.92,24.19
19.08,72.925,29.06
19.08,72.93,27.33
19.08,72.935,37.93
19.08,72.94,35.17
19.08,72.945,35.83
19.08,72.95,36.18
19.08,72.955,31.7
19.08,72.96,29.38
19.08,72.965,21.67
19.08,72.97,19.8
19.08,72.975,22.94
19.08,72.98,32.06
19.08,72.985,42.34
19.08,72.99,45.92
19.08,72.995,54.18
19.08,73.0,56.12
19.085,72.77,0.0
19.085,72.775,2.92
19.085,72.78,3.87
19.085,72.785,6.25
19.085,72.79,13.86
19.085,72.795,14.51
19.085,72.8,8.69
19.085,72.805,4.29
19.085,72.81,0.75
19.085,72.815,0.0
19.085,72.82,1.01
19.085,72.825,6.07
19.085,72.83,7.77
19.085,72.835,18.18
19.085,72.84,18.79
19.085,72.845,22.48
19.085,72.85,18.92
19.085,72.855,17.28
19.085,72.86,10.9
19.085,72.865,8.4
19.085,72.87,7.29
19.085,72.875,13.37
19.085,72.88,14.07
19.085,72.885,22.07
19.085,72.89,31.63
19.085,72.895,30.48
19.085,72.9,25.95
19.085,72.905,29.36
19.085,72.91,23.78
19.085,72.915,19.19
19.085,72.92,16.75
19.085,72.925,22.05
19.085,72.93,26.34
19.085,72.935,33.46
19.085,72.94,37.75
19.085,72.945,40.24
19.085,72.95,39.49
19.085,72.955,34.88
19.085,72.96,33.67
19.085,72.965,29.17
19.085,72.97,24.65
19.085,72.975,27.17
19.085,72.98,29.23
19.085,72.985,37.88
19.085,72.99,41.08
19.085,72.995,45.86
19.085,73.0,49.57
19.09,72.77,0.0
19.09,72.775,0.0
19.09,72.78,2.27
19.09,72.785,3.24
19.09,72.79,10.81
19.09,72.795,10.9
19.09,72.8,8.53
19.09,72.805,12.78
19.09,72.81,9.34
19.09,72.815,4.98
19.09,72.82,5.94
19.09,72.825,8.34
19.09,72.83,8.05
19.09,72.835,9.85
19.09,72.84,10.34
19.09,72.845,9.92
19.09,72.85,9.09
19.09,72.855,8.14
19.09,72.86,7.82
19.09,72.865,8.84
19.09,72.87,13.6
19.09,72.875,18.16
19.09,72.88,22.96
19.09,72.885,31.55
19.09,72.89,35.34
19.09,72.895,32.86
19.09,72.9,30.1
19.09,72.905,23.63
19.09,72.91,21.61
19.09,72.915,18.51
19.09,72.92,12.76
19.09,72.925,13.28
19.09,72.93,19.21
19.09,72.935,24.95
19.09,72.94,30.32
19.09,72.945,37.84
19.09,72.95,42.22
19.09,72.955,39.75
19.09,72.96,45.3
19.09,72.965,34.93
19.09,72.97,34.08
19.09,72.975,34.93
19.09,72.98,38.93
19.09,72.985,34.37
19.09,72.99,34.87
19.09,72.995,39.29
19.09,73.0,38.04
19.095,72.77,0.0
19.095,72.775,0.0
19.095,72.78,0.0
19.095,72.785,4.32
19.095,72.79,0.01
19.095,72.795,15.7
19.095,72.8,19.02
19.095,72.805,18.96
19.095,72.81,25.16
19.095,72.815,17.19
19.095,72.82,18.33
19.095,72.825,7.12
19.095,72.83,3.6
19.095,72.835,0.0
19.095,72.84,0.0
19.095,72.845,0.0
19.095,72.85,0.0
19.095,72.855,0.29
19.095,72.86,11.38
19.095,72.865,17.35
19.095,72.87,24.54
19.095,72.875,29.32
19.095,72.88,34.29
19.095,72.885,33.5
19.095,72.89,34.9
19.095,72.895,28.84
19.095,72.9,25.32
19.095,72.905,25.41
19.095,72.91,21.46
19.095,72.915,16.81
19.095,72.92,12.13
19.095,72.925,11.91
19.095,72.93,18.33
19.095,72.935,21.86
19.095,72.94,24.34
19.095,72.945,35.27
19.095,72.95,37.81
19.095,72.955,40.32
19.095,72.96,46.11
19.095,72.965,48.64
19.095,72.97,48.33
19.095,72.975,47.85
19.095,72.98,38.89
19.095,72.985,32.77
19.095,72.99,31.54
19.095,72.995,25.58
19.095,73.0,29.87
19.1,72.77,0.0
19.1,72.775,0.0
19.1,72.78,0.0
19.1,72.785,0.0
19.1,72.79,1.85
19.1,72.795,9.28
19.1,72.8,19.67
19.1,72.805,22.26
19.1,72.81,33.15
19.1,72.815,22.86
19.1,72.82,23.16
19.1,72.825,11.45
19.1,72.83,2.76
19.1,72.835,0.0
19.1,72.84,0.0
19.1,72.845,0.0
19.1,72.85,0.0
19.1,72.855,5.16
19.1,72.86,11.46
19.1,72.865,25.02
19.1,72.87,34.65
19.1,72.875,32.71
19.1,72.88,36.57
19.1,72.885,32.77
19.1,72.89,29.74
19.1,72.895,30.39
19.1,72.9,23.7
19.1,72.905,22.14
19.1,72.91,18.69
19.1,72.915,15.02
19.1,72.92,17.56
19.1,72.925,17.57
19.1,72.93,15.17
19.1,72.935,16.46
19.1,72.94,16.26
19.1,72.945,26.1
19.1,72.95,35.67
19.1,72.955,43.17
19.1,72.96,47.35
19.1,72.965,59.96
19.1,72.97,56.11
19.1,72.975,55.05
19.1,72.98,48.11
19.1,72.985,37.78
19.1,72.99,21.52
19.1,72.995,17.6
19.1,73.0,14.42
19.105,72.77,0.0
19.105,72.775,0.0
19.105,72.78,0.0
19.105,72.785,0.0
19.105,72.79,0.0
19.105,72.795,8.9
19.105,72.8,22.36
19.105,72.805,25.93
19.105,72.81,35.52
19.105,72.815,31.96
19.105,72.82,25.13
19.105,72.825,17.91
19.105,72.83,1.27
19.105,72.835,0.0
19.105,72.84,0.0
19.105,72.845,0.0
19.105,72.85,0.0
19.105,72.855,0.11
19.105,72.86,9.03
19.105,72.865,23.85
19.105,72.87,30.88
19.105,72.875,40.63
19.105,72.88,42.0
19.105,72.885,37.48
19.105,72.89,32.64
19.105,72.895,24.61
19.105,72.9,23.01
19.105,72.905,19.78
19.105,72.91,19.21
19.105,72.915,20.12
19.105,72.92,19.53
19.105,72.925,14.87
19.105,72.93,11.44
19.105,72.935,13.8
19.105,72.94,16.23
19.105,72.945,23.08
19.105,72.95,33.14
19.105,72.955,38.35
19.105,72.96,51.03
19.105,72.965,57.56
19.105,72.97,63.98
19.105,72.975,57.04
19.105,72.98,47.11
19.105,72.985,36.78
19.105,72.99,22.11
19.105,72.995,14.08
19.105,73.0,14.17
19.11,72.77,0.0
19.11,72.775,0.0
19.11,72.78,0.0
19.11,72.785,0.0
19.11,72.79,0.0
19.11,72.795,11.97
19.11,72.8,23.68
19.11,72.805,25.18
19.11,72.81,28.17
19.11,72.815,28.38
19.11,72.82,23.55
19.11,72.825,12.06
19.11,72.83,3.0
19.11,72.835,0.0
19.11,72.84,0.0
19.11,72.845,0.0
19.11,72.85,0.0
19.11,72.855,0.0
19.11,72.86,10.76
19.11,72.865,23.01
19.11,72.87,28.69
19.11,72.875,33.4
19.11,72.88,34.78
19.11,72.885,36.38
19.11,72.89,30.95
19.11,72.895,29.83
19.11,72.9,21.88
19.11,72.905,15.85
19.11,72.91,18.43
19.11,72.915,20.42
19.11,72.92,15.86
19.11,72.925,12.0
19.11,72.93,11.23
19.11,72.935,18.13
19.11,72.94,17.62
19.11,72.945,28.37
19.11,72.95,34.76
19.11,72.955,40.99
19.11,72.96,53.04
19.11,72.965,54.24
19.11,72.97,54.3
19.11,72.975,51.78
19.11,72.98,47.25
19.11,72.985,37.85
19.11,72.99,24.74
19.11,72.995,14.38
19.11,73.0,12.07
19.115,72.77,0.0
19.115,72.775,0.0
19.115,72.78,0.0
19.115,72.785,4.34
19.115,72.79,8.33
19.115,72.795,10.28
19.115,72.8,15.7
19.115,72.805,18.78
19.115,72.81,21.07
19.115,72.815,21.81
19.115,72.82,14.35
19.115,72.825,13.9
19.115,72.83,10.35
19.115,72.835,1.44
19.115,72.84,0.0
19.115,72.845,0.0
19.115,72.85,0.99
19.115,72.855,3.98
19.115,72.86,11.89
19.115,72.865,13.3
19.115,72.87,21.58
19.115,72.875,28.68
19.115,72.88,33.56
19.115,72.885,38.0
19.115,72.89,30.69
19.115,72.895,29.71
