latitude,longitude,elevation_m,slope,curvature,flow_accumulation
18.92,72.96,21.73,1.5007,-5.5e-05,447.6
18.92,72.965,14.46,0.4088,6.9e-05,520.3
18.92,72.97,12.48,1.4904,0.000119,540.1
18.92,72.975,19.7,0.7845,-4.4e-05,467.9
18.92,72.98,23.5,3.1167,0.000147,429.9
18.92,72.985,38.61,1.4966,-0.000102,278.8
18.92,72.99,45.86,1.8122,2e-05,206.3
18.92,72.995,54.64,0.1961,-0.000102,118.5
18.92,73.0,55.59,10.0719,-0.000652,109.0
18.925,72.77,6.3,1.0075,0.000577,601.9
18.925,72.775,1.42,0.638,0.000103,650.7
18.925,72.78,4.51,0.5595,-7.5e-05,619.8
18.925,72.785,1.8,0.254,5.1e-05,646.9
18.925,72.79,3.03,0.7887,3.4e-05,634.6
18.925,72.795,6.85,0.927,-0.000108,596.4
18.925,72.8,2.36,0.4873,2.8e-05,641.3
18.925,72.805,0.0,0.064,3.5e-05,664.9
18.925,72.81,0.31,0.031,-2e-06,661.8
18.925,72.815,0.46,0.7412,4.5e-05,660.3
18.925,72.82,4.05,1.1251,2.4e-05,624.4
18.925,72.825,9.5,0.4315,-4.4e-05,569.9
18.925,72.83,11.59,1.0322,3.8e-05,549.0
18.925,72.835,16.59,0.5905,-2.8e-05,499.0
18.925,72.84,19.45,0.033,-3.5e-05,470.4
18.925,72.845,19.61,0.2292,-1.6e-05,468.8
18.925,72.85,18.5,0.2292,0.0,479.9
18.925,72.855,17.39,0.0681,1.9e-05,491.0
18.925,72.86,17.72,0.3696,-2.8e-05,487.7
18.925,72.865,15.93,1.0384,-4.2e-05,505.6
18.925,72.87,10.9,0.351,8.7e-05,555.9
18.925,72.875,12.6,0.0206,-2.1e-05,538.9
18.925,72.88,12.7,1.0405,6.4e-05,537.9
18.925,72.885,17.74,0.0413,-6.8e-05,487.5
18.925,72.89,17.54,1.5832,0.000102,489.5
18.925,72.895,25.21,0.4088,-0.000125,412.8
18.925,72.9,23.23,0.7267,7.1e-05,432.6
18.925,72.905,26.75,0.638,-8.6e-05,397.4
18.925,72.91,23.66,0.6772,8.3e-05,428.3
18.925,72.915,26.94,0.5244,-1e-05,395.5
18.925,72.92,29.48,0.3799,-5.7e-05,370.1
18.925,72.925,27.64,0.7309,7e-05,388.5
18.925,72.93,31.18,0.6565,-5e-06,353.1
18.925,72.935,34.36,0.4687,-7.1e-05,321.3
18.925,72.94,32.09,0.287,1.1e-05,344.0
18.925,72.945,30.7,0.865,7.2e-05,357.9
18.925,72.95,34.89,1.5482,-0.000152,316.0
18.925,72.955,27.39,0.254,0.000113,391.0
18.925,72.96,28.62,0.4976,-4.7e-05,378.7
18.925,72.965,26.21,0.0268,3.3e-05,402.8
18.925,72.97,26.34,1.121,6.9e-05,401.5
18.925,72.975,31.77,0.3056,-5.1e-05,347.2
18.925,72.98,33.25,1.1065,5e-05,332.4
18.925,72.985,38.61,0.2436,-8.5e-05,278.8
18.925,72.99,37.43,1.8287,0.00013,290.6
18.925,72.995,46.29,0.1012,-0.000121,202.0
18.925,73.0,45.8,9.3719,-0.000588,206.9
18.93,72.77,0.0,0.6462,0.000635,664.9
18.93,72.775,3.13,0.6462,-8.1e-05,633.6
18.93,72.78,0.0,0.0,4.1e-05,664.9
18.93,72.785,0.0,0.4047,2.5e-05,664.9
18.93,72.79,1.96,0.1796,-1.4e-05,645.3
18.93,72.795,2.83,0.3799,1.3e-05,636.6
18.93,72.8,4.67,1.0983,4.5e-05,618.2
18.93,72.805,9.99,0.446,-4.1e-05,565.0
18.93,72.81,12.15,0.3696,-5e-06,543.4
18.93,72.815,13.94,0.4356,-5.1e-05,525.5
18.93,72.82,11.83,0.3572,5e-06,546.6
18.93,72.825,10.1,0.1259,3e-05,563.9
18.93,72.83,10.71,0.8031,-5.8e-05,557.8
18.93,72.835,6.82,0.6235,1.1e-05,596.7
18.93,72.84,3.8,0.0723,3.5e-05,626.9
18.93,72.845,3.45,0.8258,5.6e-05,630.4
18.93,72.85,7.45,0.3345,-3.1e-05,590.4
18.93,72.855,9.07,1.6926,8.5e-05,574.2
18.93,72.86,17.27,1.1354,-3.5e-05,492.2
18.93,72.865,22.77,1.0653,-4e-06,437.2
18.93,72.87,27.93,1.3274,-0.000151,385.6
18.93,72.875,21.5,0.6235,0.000123,449.9
18.93,72.88,24.52,1.0157,-0.000103,419.7
18.93,72.885,19.6,0.479,3.4e-05,468.9
18.93,72.89,17.28,0.0991,2.4e-05,492.1
18.93,72.895,16.8,0.702,5e-05,496.9
18.93,72.9,20.2,0.0268,-4.6e-05,462.9
18.93,72.905,20.07,0.6565,4.3e-05,464.2
18.93,72.91,23.25,0.5327,-8e-06,432.4
18.93,72.915,25.83,0.1445,-2.4e-05,406.6
18.93,72.92,26.53,0.0145,-1e-05,399.6
18.93,72.925,26.46,0.8527,-5.3e-05,400.3
18.93,72.93,22.33,0.7928,0.000103,441.6
18.93,72.935,26.17,0.1383,-5.9e-05,403.2
18.93,72.94,25.5,0.2189,-5e-06,409.9
18.93,72.945,24.44,0.9435,7.3e-05,420.5
18.93,72.95,29.01,1.1664,1.4e-05,374.8
18.93,72.955,34.66,0.2891,-5.5e-05,318.3
18.93,72.96,36.06,1.2964,6.3e-05,304.3
18.93,72.965,42.34,0.8341,-2.9e-05,241.5
18.93,72.97,46.38,0.1714,-4.2e-05,201.1
18.93,72.975,47.21,1.8803,-0.000129,192.8
18.93,72.98,38.1,0.5987,8.1e-05,283.9
18.93,72.985,35.2,0.3262,1.7e-05,312.9
18.93,72.99,33.62,0.1879,9e-06,328.7
18.93,72.995,32.71,0.5636,4.7e-05,337.8
18.93,73.0,35.44,7.2779,-0.000496,310.5
18.935,72.77,0.0,0.0,0.00046,664.9
18.935,72.775,0.0,0.0,0.0,664.9
18.935,72.78,0.0,0.0,0.0,664.9
18.935,72.785,0.0,0.0,0.0,664.9
18.935,72.79,0.0,0.6462,4.1e-05,664.9
18.935,72.795,3.13,1.1747,3.3e-05,633.6
18.935,72.8,8.82,1.4099,1.5e-05,576.7
18.935,72.805,15.65,1.3769,-2e-06,508.4
18.935,72.81,22.32,0.799,-3.6e-05,441.7
18.935,72.815,26.19,0.7082,-9.5e-05,403.0
18.935,72.82,22.76,1.5956,-5.6e-05,437.3
18.935,72.825,15.03,1.445,9e-06,514.6
18.935,72.83,8.03,1.6575,-1.3e-05,584.6
18.935,72.835,0.0,0.0,0.000104,664.9
18.935,72.84,0.0,0.0,0.0,664.9
18.935,72.845,0.0,0.0,0.0,664.9
18.935,72.85,0.0,1.3542,8.5e-05,664.9
18.935,72.855,6.56,1.154,-1.3e-05,599.3
18.935,72.86,12.15,3.1229,0.000124,543.4
18.935,72.865,27.29,0.832,-0.000144,392.0
18.935,72.87,31.32,0.3262,-7.3e-05,351.7
18.935,72.875,29.74,0.7185,6.6e-05,367.5
18.935,72.88,33.22,1.6327,-0.000148,332.7
18.935,72.885,25.31,0.6545,6.2e-05,411.8
18.935,72.89,22.14,0.1115,3.4e-05,443.5
18.935,72.895,21.6,0.4666,-2.2e-05,448.9
18.935,72.9,19.34,0.7433,7.6e-05,471.5
18.935,72.905,22.94,0.1961,-5.9e-05,435.5
18.935,72.91,21.99,1.2882,9.3e-05,445.0
18.935,72.915,28.23,0.8547,-0.000135,382.6
18.935,72.92,24.09,0.671,9.6e-05,424.0
18.935,72.925,27.34,1.9257,-0.000163,391.5
18.935,72.93,18.01,0.0454,0.000124,484.8
18.935,72.935,18.23,0.4666,2.6e-05,482.6
18.935,72.94,20.49,0.1734,-1.8e-05,460.0
18.935,72.945,21.33,1.2324,6.7e-05,451.6
18.935,72.95,27.3,1.6204,2.4e-05,391.9
18.935,72.955,35.15,1.1767,-2.8e-05,313.4
18.935,72.96,40.85,1.381,1.3e-05,256.4
18.935,72.965,47.54,1.1747,-1.3e-05,189.5
18.935,72.97,53.23,0.6896,-0.000117,132.6
18.935,72.975,49.89,0.3613,2.1e-05,166.0
18.935,72.98,48.14,2.3648,-0.000126,183.5
18.935,72.985,36.68,1.3955,6.1e-05,298.1
18.935,72.99,29.92,1.3955,-0.0,365.7
18.935,72.995,23.16,0.8361,3.5e-05,433.3
18.935,73.0,19.11,3.9394,-0.000196,473.8
18.94,72.77,0.0,0.0,0.000248,664.9
18.94,72.775,0.0,0.0,0.0,664.9
18.94,72.78,0.0,0.0,0.0,664.9
18.94,72.785,0.0,0.0,0.0,664.9
18.94,72.79,0.0,1.4182,8.9e-05,664.9
18.94,72.795,6.87,2.3607,5.9e-05,596.2
18.94,72.8,18.31,1.3047,-6.6e-05,481.8
18.94,72.805,24.63,0.9476,-2.2e-05,418.6
18.94,72.81,29.22,0.4707,-3e-05,372.7
18.94,72.815,31.5,1.2386,-0.000108,349.9
18.94,72.82,25.5,2.4411,-7.6e-05,409.9
18.94,72.825,13.67,2.4081,2e-06,528.2
18.94,72.83,2.0,0.4129,0.000126,644.9
18.94,72.835,0.0,0.0,2.6e-05,664.9
18.94,72.84,0.0,0.0,0.0,664.9
18.94,72.845,0.0,0.0,0.0,664.9
18.94,72.85,0.0,0.4831,3e-05,664.9
18.94,72.855,2.34,1.3336,5.4e-05,641.5
18.94,72.86,8.8,2.6595,8.3e-05,576.9
18.94,72.865,21.69,0.991,-0.000105,448.0
18.94,72.87,26.49,1.8122,5.2e-05,400.0
18.94,72.875,35.27,0.5224,-8.1e-05,312.2
18.94,72.88,37.8,1.8823,-0.000151,286.9
18.94,72.885,28.68,0.6793,7.6e-05,378.1
18.94,72.89,25.39,0.3613,2e-05,411.0
18.94,72.895,23.64,0.9228,-3.5e-05,428.5
18.94,72.9,19.17,0.2292,4.4e-05,473.2
18.94,72.905,18.06,0.6524,5.5e-05,484.3
18.94,72.91,21.22,0.4067,-6.7e-05,452.7
18.94,72.915,19.25,0.5058,-6e-06,472.4
18.94,72.92,16.8,0.4976,1e-06,496.9
18.94,72.925,14.39,1.4883,0.000125,521.0
18.94,72.93,21.6,0.543,-0.000128,448.9
18.94,72.935,18.97,0.3014,1.5e-05,475.2
18.94,72.94,17.51,1.1808,9.3e-05,489.8
18.94,72.945,23.23,1.3109,8e-06,432.6
18.94,72.95,29.58,2.3195,6.4e-05,369.1
18.94,72.955,40.82,1.2964,-6.4e-05,256.7
18.94,72.96,47.1,1.4698,1.1e-05,193.9
18.94,72.965,54.22,0.8506,-3.9e-05,122.7
18.94,72.97,58.34,0.2251,-6.8e-05,81.5
18.94,72.975,57.25,1.8865,-0.000105,92.4
18.94,72.98,48.11,1.9607,-5e-06,183.8
18.94,72.985,38.61,2.8058,-5.3e-05,278.8
18.94,72.99,25.01,1.7235,6.8e-05,414.8
18.94,72.995,16.66,1.1334,3.7e-05,498.3
18.94,73.0,11.17,2.305,-7.4e-05,553.2
18.945,72.77,0.0,0.0,0.000145,664.9
18.945,72.775,0.0,0.0,0.0,664.9
18.945,72.78,0.0,0.0,0.0,664.9
18.945,72.785,0.0,1.4718,9.3e-05,664.9
18.945,72.79,7.13,1.5151,3e-06,593.6
18.945,72.795,14.47,1.8803,2.3e-05,520.2
18.945,72.8,23.58,0.2023,-0.000106,429.1
18.945,72.805,24.56,0.5368,2.1e-05,419.3
18.945,72.81,27.16,0.4047,-8e-06,393.3
18.945,72.815,29.12,1.6658,-0.00013,373.7
18.945,72.82,21.05,1.905,-1.5e-05,454.4
18.945,72.825,11.82,1.839,4e-06,546.7
18.945,72.83,2.91,0.6008,7.8e-05,635.8
18.945,72.835,0.0,0.0,3.8e-05,664.9
18.945,72.84,0.0,0.0,0.0,664.9
18.945,72.845,0.0,0.0,0.0,664.9
18.945,72.85,0.0,0.2663,1.7e-05,664.9
18.945,72.855,1.29,1.3686,6.9e-05,652.0
18.945,72.86,7.92,2.037,4.2e-05,585.7
18.945,72.865,17.79,1.9772,-4e-06,487.0
18.945,72.87,27.37,0.9332,-6.6e-05,391.2
18.945,72.875,31.89,1.0013,4e-06,346.0
18.945,72.88,36.74,0.8671,-8e-06,297.5
18.945,72.885,40.94,1.1272,-0.000125,255.5
18.945,72.89,35.48,1.1416,-1e-06,310.1
18.945,72.895,29.95,0.1012,7.8e-05,365.4
18.945,72.9,30.44,2.1917,-0.000144,360.5
18.945,72.905,19.82,0.927,8e-05,466.7
18.945,72.91,15.33,0.1796,7e-05,511.6
18.945,72.915,16.2,0.704,-5.6e-05,502.9
18.945,72.92,12.79,0.4707,1.5e-05,537.0
18.945,72.925,10.51,0.6524,7.1e-05,559.8
18.945,72.93,13.67,0.4852,-1.1e-05,528.2
18.945,72.935,16.02,0.5451,4e-06,504.7
18.945,72.94,18.66,1.0405,3.1e-05,478.3
18.945,72.945,23.7,2.507,9.2e-05,427.9
18.945,72.95,35.85,2.3875,-8e-06,306.4
18.945,72.955,47.42,0.7391,-0.000104,190.7
18.945,72.96,51.0,1.1148,2.4e-05,154.9
18.945,72.965,56.4,0.1528,-8e-05,100.9
18.945,72.97,55.66,1.6245,-9.3e-05,108.3
18.945,72.975,47.79,0.9703,4.1e-05,187.0
18.945,72.98,43.09,1.5275,-3.5e-05,234.0
18.945,72.985,35.69,2.2556,-4.6e-05,308.0
18.945,72.99,24.76,1.152,6.9e-05,417.3
18.945,72.995,19.18,0.256,5.6e-05,473.1
18.945,73.0,17.94,3.6989,-0.000217,485.5
18.95,72.77,0.0,0.0,0.000233,664.9
18.95,72.775,0.0,0.0,0.0,664.9
18.95,72.78,0.0,0.1796,1.1e-05,664.9
18.95,72.785,0.87,2.1009,0.000121,656.2
18.95,72.79,11.05,1.6926,-2.6e-05,554.4
18.95,72.795,19.25,1.4367,-1.6e-05,472.4
18.95,72.8,26.21,0.5017,-0.000122,402.8
18.95,72.805,23.78,0.8423,-2.1e-05,427.1
18.95,72.81,19.7,0.1487,6.2e-05,467.9
18.95,72.815,20.42,1.4842,-0.000103,460.7
18.95,72.82,13.23,1.284,1.3e-05,532.6
18.95,72.825,7.01,0.4625,5.2e-05,594.8
18.95,72.83,4.77,0.4398,1e-06,617.2
18.95,72.835,2.64,0.5451,-7e-06,638.5
18.95,72.84,0.0,0.0,3.4e-05,664.9
18.95,72.845,0.0,0.0,0.0,664.9
18.95,72.85,0.0,0.4129,2.6e-05,664.9
18.95,72.855,2.0,0.446,2e-06,644.9
18.95,72.86,4.16,1.3171,5.5e-05,623.3
18.95,72.865,10.54,1.7854,2.9e-05,559.5
18.95,72.87,19.19,2.472,4.3e-05,473.0
18.95,72.875,31.17,1.4182,-6.6e-05,353.2
18.95,72.88,38.04,0.2478,-7.4e-05,284.5
18.95,72.885,39.24,1.445,7.5e-05,272.5
18.95,72.89,46.24,1.9607,-0.000214,202.5
18.95,72.895,36.74,0.479,9.3e-05,297.5
18.95,72.9,34.42,1.5482,-6.7e-05,320.7
18.95,72.905,26.92,2.3999,-5.4e-05,395.7
18.95,72.91,15.29,1.839,3.5e-05,512.0
18.95,72.915,6.38,0.7949,6.6e-05,601.1
18.95,72.92,2.53,0.254,6.6e-05,639.6
18.95,72.925,3.76,1.4656,7.6e-05,627.3
18.95,72.93,10.86,0.6545,-5.1e-05,556.3
18.95,72.935,14.03,1.7111,6.6e-05,524.6
18.95,72.94,22.32,2.9026,7.5e-05,441.7
18.95,72.945,36.39,1.7792,-7.1e-05,301.0
18.95,72.95,45.01,1.7256,-3e-06,214.8
18.95,72.955,53.37,0.8712,-0.000163,131.2
18.95,72.96,49.15,0.415,8.1e-05,173.4
18.95,72.965,51.16,0.0578,-3e-05,153.3
18.95,72.97,50.88,1.3398,-8.1e-05,156.1
18.95,72.975,44.39,1.185,1e-05,221.0
18.95,72.98,38.65,0.6359,3.5e-05,278.4
18.95,72.985,35.57,1.4863,-5.4e-05,309.2
18.95,72.99,28.37,0.095,8.8e-05,381.2
18.95,72.995,27.91,1.2634,-7.4e-05,385.8
18.95,73.0,21.79,4.4898,-0.000203,447.0
18.955,72.77,0.0,0.0,0.000283,664.9
18.955,72.775,0.0,0.0,0.0,664.9
18.955,72.78,0.0,1.641,0.000103,664.9
18.955,72.785,7.95,1.088,-3.5e-05,585.4
18.955,72.79,13.22,1.8865,5e-05,532.7
18.955,72.795,22.36,0.161,-0.000109,441.3
18.955,72.8,23.14,0.5946,-4.8e-05,433.5
18.955,72.805,20.26,0.6586,-4e-06,462.3
18.955,72.81,17.07,0.993,-2.1e-05,494.2
18.955,72.815,12.26,0.8836,7e-06,542.3
18.955,72.82,7.98,0.5162,8.8e-05,585.1
18.955,72.825,10.48,0.702,-7.7e-05,560.1
18.955,72.83,7.08,0.1404,5.3e-05,594.1
18.955,72.835,7.76,0.0434,-6e-06,587.3
18.955,72.84,7.97,0.384,-2.7e-05,585.2
18.955,72.845,6.11,0.2953,4.3e-05,603.8
18.955,72.85,7.54,0.929,-7.7e-05,589.5
18.955,72.855,3.04,0.1693,6.9e-05,634.5
18.955,72.86,3.86,0.5533,2.4e-05,626.3
18.955,72.865,6.54,1.5894,6.5e-05,599.5
18.955,72.87,14.24,1.6616,5e-06,522.5
18.955,72.875,22.29,2.507,5.3e-05,442.0
18.955,72.88,34.44,0.8712,-0.000103,320.5
18.955,72.885,38.66,1.1189,1.6e-05,278.3
18.955,72.89,44.08,0.1425,-7.9e-05,224.1
18.955,72.895,43.39,1.5358,-8.8e-05,231.0
18.955,72.9,35.95,2.5008,-6.1e-05,305.4
18.955,72.905,23.83,1.5874,5.8e-05,426.6
18.955,72.91,16.14,2.1545,-3.6e-05,503.5
18.955,72.915,5.7,1.1767,6.2e-05,607.9
18.955,72.92,0.0,0.1156,8.1e-05,664.9
18.955,72.925,0.56,2.3174,0.000139,659.3
18.955,72.93,11.79,2.138,-1.1e-05,547.0
18.955,72.935,22.15,1.9628,-1.1e-05,443.4
18.955,72.94,31.66,2.1896,1.4e-05,348.3
18.955,72.945,42.27,0.7598,-9e-05,242.2
18.955,72.95,45.95,0.7598,0.0,205.4
18.955,72.955,49.63,0.384,-2.4e-05,168.6
18.955,72.96,51.49,1.088,-9.3e-05,150.0
18.955,72.965,46.22,1.0715,1e-06,202.7
18.955,72.97,41.03,0.8939,1.1e-05,254.6
18.955,72.975,36.7,0.0681,6.1e-05,297.9
18.955,72.98,37.03,0.2189,-1.8e-05,294.6
18.955,72.985,35.97,0.2271,-1e-06,305.2
18.955,72.99,34.87,0.2787,-3e-06,316.2
18.955,72.995,33.52,0.3365,-4e-06,329.7
18.955,73.0,31.89,6.5556,-0.000393,346.0
18.96,72.77,0.0,0.0,0.000414,664.9
18.96,72.775,0.0,0.0,0.0,664.9
18.96,72.78,0.0,1.282,8.1e-05,664.9
18.96,72.785,6.21,2.5091,7.7e-05,602.8
18.96,72.79,18.37,0.19,-0.00017,481.2
18.96,72.795,17.45,0.3014,3.1e-05,490.4
18.96,72.8,18.91,0.929,-7.7e-05,475.8
18.96,72.805,14.41,0.3572,8.1e-05,520.8
18.96,72.81,16.14,1.7276,-0.000131,503.5
18.96,72.815,7.77,1.2572,3e-05,587.2
18.96,72.82,1.68,1.3872,0.000166,648.1
18.96,72.825,8.4,0.2209,-0.000101,580.9
18.96,72.83,7.33,0.5327,4.7e-05,591.6
18.96,72.835,9.91,0.0454,-3.1e-05,565.8
18.96,72.84,10.13,0.2519,1.3e-05,563.6
18.96,72.845,11.35,0.3985,-4.1e-05,551.4
18.96,72.85,9.42,0.799,-2.5e-05,570.7
18.96,72.855,5.55,0.1507,4.1e-05,609.4
18.96,72.86,4.82,0.5719,4.5e-05,616.7
18.96,72.865,7.59,0.0413,-3.9e-05,589.0
18.96,72.87,7.39,1.8844,0.000121,591.0
18.96,72.875,16.52,3.0179,7.1e-05,499.7
18.96,72.88,31.15,0.9621,-0.000129,353.4
18.96,72.885,35.81,0.512,-2.8e-05,306.8
18.96,72.89,38.29,0.5492,-6.7e-05,282.0
18.96,72.895,35.63,0.3304,1.4e-05,308.6
18.96,72.9,34.03,1.251,-5.8e-05,324.6
18.96,72.905,27.97,1.1953,4e-06,385.2
18.96,72.91,22.18,1.8328,-4e-05,443.1
18.96,72.915,13.3,1.8638,-2e-06,531.9
18.96,72.92,4.27,0.4728,0.000147,622.2
18.96,72.925,6.56,0.8712,2.5e-05,599.3
18.96,72.93,10.78,2.1566,8.1e-05,557.1
18.96,72.935,21.23,2.2885,8e-06,452.6
18.96,72.94,32.32,1.6018,-4.3e-05,341.7
18.96,72.945,40.08,1.9566,2.2e-05,264.1
18.96,72.95,49.56,1.2469,-0.000202,169.3
18.96,72.955,43.52,0.0041,7.9e-05,229.7
18.96,72.96,43.54,1.6967,-0.000107,229.5
18.96,72.965,35.32,0.1631,0.000117,311.7
18.96,72.97,36.11,1.1829,-8.5e-05,303.8
18.96,72.975,30.38,0.9683,0.000135,361.1
18.96,72.98,35.07,0.2436,-7.6e-05,314.2
18.96,72.985,33.89,0.0186,1.6e-05,326.0
18.96,72.99,33.98,0.064,3e-06,325.1
18.96,72.995,34.29,0.5058,2.8e-05,322.0
18.96,73.0,36.74,7.5419,-0.000509,297.5
18.965,72.77,0.0,0.0,0.000477,664.9
18.965,72.775,0.0,0.1631,1e-05,664.9
18.965,72.78,0.79,1.5317,8.6e-05,657.0
18.965,72.785,8.21,0.1982,-0.000109,582.8
18.965,72.79,7.25,0.4852,-1.8e-05,592.4
18.965,72.795,4.9,1.2097,0.000107,615.9
18.965,72.8,10.76,0.0702,-7.2e-05,557.3
18.965,72.805,11.1,0.3696,-2.8e-05,553.9
18.965,72.81,9.31,1.284,-5.8e-05,571.8
18.965,72.815,3.09,0.3675,0.000104,634.0
18.965,72.82,4.87,0.8465,3e-05,616.2
18.965,72.825,8.97,0.0743,-5.8e-05,575.2
18.965,72.83,8.61,0.7804,5.4e-05,578.8
18.965,72.835,12.39,0.0227,-5.1e-05,541.0
18.965,72.84,12.28,0.0826,-4e-06,542.1
18.965,72.845,11.88,0.0681,1e-06,546.1
18.965,72.85,11.55,0.5162,3.7e-05,549.4
18.965,72.855,14.05,0.5554,-6.7e-05,524.4
18.965,72.86,11.36,0.6029,7.3e-05,551.3
18.965,72.865,14.28,0.1156,-3.1e-05,522.1
18.965,72.87,14.84,1.187,6.7e-05,516.5
18.965,72.875,20.59,0.5802,-3.8e-05,459.0
18.965,72.88,23.4,0.83,1.6e-05,430.9
18.965,72.885,27.42,0.2147,-3.9e-05,390.7
18.965,72.89,28.46,1.4409,7.7e-05,380.3
18.965,72.895,35.44,1.4986,-0.000185,310.5
18.965,72.9,28.18,1.4945,0.0,383.1
18.965,72.905,20.94,0.1838,0.000106,455.5
18.965,72.91,21.83,1.0983,-8.1e-05,446.6
18.965,72.915,16.51,0.6194,0.000108,499.8
18.965,72.92,19.51,0.1528,-2.9e-05,469.8
18.965,72.925,20.25,0.3365,1.2e-05,462.4
18.965,72.93,21.88,0.6937,2.2e-05,446.1
18.965,72.935,25.24,1.4347,4.7e-05,412.5
18.965,72.94,32.19,0.4687,-6.1e-05,343.0
18.965,72.945,34.46,1.0137,3.4e-05,320.3
18.965,72.95,39.37,0.0681,-6.8e-05,271.2
18.965,72.955,39.04,0.7102,4.9e-05,274.5
18.965,72.96,42.48,1.7813,-0.000157,240.1
18.965,72.965,33.85,0.2416,9.7e-05,326.4
18.965,72.97,32.68,0.0,1.5e-05,338.1
18.965,72.975,32.68,0.2395,1.5e-05,338.1
18.965,72.98,33.84,0.9043,4.2e-05,326.5
18.965,72.985,38.22,0.0372,-5.9e-05,282.7
18.965,72.99,38.04,1.3274,8.6e-05,284.5
18.965,72.995,44.47,0.3964,-0.000108,220.2
18.965,73.0,42.55,7.7771,-0.000467,239.4
18.97,72.77,4.65,0.2994,0.000473,618.4
18.97,72.775,3.2,0.4005,4.4e-05,632.9
18.97,72.78,5.14,0.7639,-7.3e-05,613.5
18.97,72.785,1.44,0.2395,3.3e-05,650.5
18.97,72.79,0.28,0.0578,1.1e-05,662.1
18.97,72.795,0.0,0.1507,1.3e-05,664.9
18.97,72.8,0.73,0.0991,-3e-06,657.6
18.97,72.805,1.21,1.2572,7.3e-05,652.8
18.97,72.81,7.3,0.1796,-6.8e-05,591.9
18.97,72.815,8.17,0.0268,-1e-05,583.2
18.97,72.82,8.3,0.3159,1.8e-05,581.9
18.97,72.825,9.83,0.3799,4e-06,566.6
18.97,72.83,11.67,0.1961,-1.2e-05,548.2
18.97,72.835,12.62,0.1425,-2.1e-05,538.7
18.97,72.84,11.93,0.1115,2e-06,545.6
18.97,72.845,11.39,0.7453,5.4e-05,551.0
18.97,72.85,15.0,0.5265,-1.4e-05,514.9
18.97,72.855,17.55,0.097,-3.9e-05,489.4
18.97,72.86,17.08,0.6545,4.7e-05,494.1
18.97,72.865,20.25,0.5657,-7.7e-05,462.4
18.97,72.87,17.51,0.6318,7.5e-05,489.8
18.97,72.875,20.57,1.2531,-0.000119,459.2
18.97,72.88,14.5,0.1425,8.8e-05,519.9
18.97,72.885,15.19,0.1239,-1.7e-05,513.0
18.97,72.89,14.59,0.6153,4.6e-05,519.0
18.97,72.895,17.57,0.8196,1.3e-05,489.2
18.97,72.9,21.54,0.5451,-1.7e-05,449.5
18.97,72.905,24.18,0.3118,-5.4e-05,423.1
18.97,72.91,22.67,1.7173,0.000128,438.2
18.97,72.915,30.99,0.1714,-0.000119,355.0
18.97,72.92,30.16,0.4584,4e-05,363.3
18.97,72.925,32.38,0.3097,-9e-06,341.1
18.97,72.93,33.88,1.0384,-8.5e-05,326.1
18.97,72.935,28.85,0.5843,0.000102,376.4
18.97,72.94,31.68,0.9167,-9.4e-05,348.1
18.97,72.945,27.24,0.9146,0.000115,392.5
18.97,72.95,31.67,0.7866,-0.000107,348.2
18.97,72.955,27.86,0.9476,0.000109,386.3
18.97,72.96,32.45,0.1941,-4.7e-05,340.4
18.97,72.965,33.39,0.2973,-3.1e-05,331.0
18.97,72.97,31.95,0.1363,2.7e-05,345.4
18.97,72.975,32.61,0.9373,5e-05,338.8
18.97,72.98,37.15,0.0041,-5.9e-05,293.4
18.97,72.985,37.13,1.1354,7.2e-05,293.6
18.97,72.99,42.63,0.512,-0.000104,238.6
18.97,72.995,40.15,0.2457,4.8e-05,263.4
18.97,73.0,41.34,5.5715,-0.000367,251.5
18.975,72.77,14.27,0.3427,0.00033,522.2
18.975,72.775,12.61,2.171,-0.000115,538.8
18.975,72.78,2.09,0.4315,0.000109,644.0
18.975,72.785,0.0,0.0,2.7e-05,664.9
18.975,72.79,0.0,0.0,0.0,664.9
18.975,72.795,0.0,0.0,0.0,664.9
18.975,72.8,0.0,0.0,0.0,664.9
18.975,72.805,0.0,0.0,0.0,664.9
18.975,72.81,0.0,2.1112,0.000133,664.9
18.975,72.815,10.23,0.2994,-0.000152,562.6
18.975,72.82,8.78,0.96,7.9e-05,577.1
18.975,72.825,13.43,0.0929,-5.5e-05,530.6
18.975,72.83,13.88,0.0661,-2e-06,526.1
18.975,72.835,14.2,0.2168,9e-06,522.9
18.975,72.84,15.25,0.0888,-1.9e-05,512.4
18.975,72.845,14.82,1.7462,0.000115,516.7
18.975,72.85,23.28,0.3407,-8.8e-05,432.1
18.975,72.855,24.93,0.1838,-1e-05,415.6
18.975,72.86,25.82,0.8403,-6.4e-05,406.7
18.975,72.865,21.75,0.5079,2.1e-05,447.4
18.975,72.87,19.29,0.4212,5e-06,472.0
18.975,72.875,17.25,2.3442,-0.000121,492.4
18.975,72.88,5.89,0.031,0.000146,606.0
18.975,72.885,5.74,1.0653,-6.5e-05,607.5
18.975,72.89,0.58,0.671,0.000109,659.1
18.975,72.895,3.83,1.1065,2.7e-05,626.6
18.975,72.9,9.19,2.6162,9.5e-05,573.0
18.975,72.905,21.87,2.4576,-1e-05,446.2
18.975,72.91,33.78,1.4532,-6.3e-05,327.1
18.975,72.915,40.82,1.0756,-2.4e-05,256.7
18.975,72.92,46.03,0.033,-7e-05,204.6
