road_id,ward,rainfall_mm_hr,elevation,slope,curvature,flow_accumulation,distance_to_drain,drain_capacity,impervious_ratio,road_width,historical_flood_score,water_depth_cm
R0212,Ward_24,5.505138888888889,47.21,1.8803,-0.000129,192.8,1833.0317723497592,382.5,0.85,11,10.525,27.9
R0213,Ward_21,7.222777777777777,0.0,0.8444,5.3e-05,664.9,1250.365959925189,383.2,0.7,10,18.3,54.0
R0214,Ward_8,5.04,11.95,0.031,-1.8e-05,545.4,640.8516291152494,84.5,0.95,18,6.85,46.5
R0215,Ward_19,4.896527777777778,19.63,0.0165,-1e-06,468.6,1275.1737224604037,414.5,0.95,18,5.6,45.6
R0216,Ward_15,5.680972222222222,23.23,0.097,-0.000135,432.6,568.8218739026835,313.4,0.7,6,20.424999999999997,39.2
R0217,Ward_24,7.329027777777778,0.99,0.2044,5e-06,655.0,604.0170079948757,108.6,0.7,7,11.7625,51.0
R0218,Ward_24,5.587083333333333,1.6,0.9786,4.1e-05,648.9,1034.006402358771,56.0,0.85,13,10.299999999999999,57.5
R0219,Ward_3,5.324861111111111,43.09,1.5275,-3.5e-05,234.0,2477.6449009904445,377.0,0.7,8,0.0,26.3
R0220,Ward_3,6.218472222222222,6.62,0.256,-4.2e-05,598.7,1485.2798387134956,183.0,0.95,21,17.114285714285717,59.4
R0221,Ward_4,5.590277777777778,7.91,1.4842,-4.1e-05,585.8,1158.2446741356794,231.8,0.95,22,1.7,43.0
R0222,Ward_15,5.925138888888889,27.93,1.3274,-0.000151,385.6,1061.0640472504126,102.2,0.85,12,16.599999999999998,43.3
R0223,Ward_5,5.4286111111111115,29.09,1.4863,1.9e-05,374.0,952.3725342183477,244.8,0.7,8,7.900000000000001,31.7
R0224,Ward_24,5.515,19.58,0.7618,1.5e-05,469.1,335.83065095282194,320.9,0.95,22,11.833333333333334,30.3
R0225,Ward_7,5.231111111111111,24.8,1.9153,8e-06,416.9,1782.6894530738184,445.9,0.85,11,39.95,44.3
R0226,Ward_11,4.6925,18.49,0.3242,0.000102,480.0,641.3114751196811,280.7,0.55,3,7.4,41.1
R0227,Ward_22,7.206527777777778,8.83,1.8225,-2.9e-05,576.6,1930.895438016307,290.1,0.95,21,13.200000000000001,50.1
R0228,Ward_14,4.896527777777778,22.68,0.6669,7.6e-05,438.1,699.3621620916782,349.0,0.55,6,10.22,30.2
R0229,Ward_1,5.8381944444444445,29.94,0.9848,-3.3e-05,365.5,754.3191909034699,80.3,0.55,7,6.925,33.1
R0230,Ward_2,5.231111111111111,31.88,0.2168,-4e-06,346.1,1283.694617062731,322.6,0.55,5,4.9,37.4
R0231,Ward_19,5.136666666666667,31.68,0.1136,4.8e-05,348.1,585.9540154002029,53.6,0.55,4,14.233333333333334,37.0
R0232,Ward_19,4.579861111111111,32.97,1.9257,-1e-05,335.2,2351.547783895474,469.2,0.55,7,3.6333333333333333,26.3
R0233,Ward_17,5.2058333333333335,20.99,0.8072,1.6e-05,455.0,1310.6691728109977,277.9,0.85,10,4.824999999999999,42.8
R0234,Ward_2,7.329027777777778,25.45,0.1198,-7.2e-05,410.4,1438.6542559670568,88.4,0.55,5,13.950000000000001,48.1
R0235,Ward_19,6.941944444444444,48.64,0.064,-3.7e-05,178.5,1082.7550754160873,212.6,0.95,21,8.0,41.6
R0236,Ward_12,5.586527777777778,0.0,0.0,0.0,664.9,1363.5127091613567,71.2,0.95,22,11.35,65.7
R0237,Ward_2,5.253888888888889,19.29,0.0826,5e-06,472.0,352.94717497075715,118.2,0.85,14,14.885714285714286,40.5
R0238,Ward_23,4.579861111111111,18.99,0.8031,-1.4e-05,475.0,2168.8286244132705,108.2,0.85,10,8.633333333333335,50.5
R0239,Ward_18,8.707638888888887,11.19,0.5079,2.2e-05,553.0,1585.0312076861028,195.5,0.7,8,0.0,50.9
R0240,Ward_10,5.367083333333333,19.02,1.1334,2.2e-05,474.7,1750.9910225848982,277.9,0.55,3,10.08,41.0
R0241,Ward_23,5.136111111111111,7.25,0.4852,-1.8e-05,592.4,692.286461260553,413.0,0.95,21,10.08,44.4
R0242,Ward_4,7.197361111111111,0.0,0.0,0.0,664.9,993.6221887688928,128.1,0.95,19,12.36,62.7
R0243,Ward_16,5.526527777777777,40.24,0.1549,-4.2e-05,262.5,1337.6688554670964,442.4,0.95,18,2.3,32.2
R0244,Ward_15,4.80375,10.76,1.6699,4.8e-05,557.3,1964.1251494071028,247.1,0.95,21,5.2,45.7
R0245,Ward_8,5.16125,29.4,0.0186,8.1e-05,370.9,1086.0780443154408,453.3,0.7,10,3.3499999999999996,34.3
R0246,Ward_22,6.496944444444445,20.71,1.3171,0.0,457.8,1252.635192702624,293.0,0.95,22,13.14,42.6
R0247,Ward_14,5.980972222222222,25.26,0.9806,-8.8e-05,412.3,1372.444903065864,320.9,0.85,10,10.4,39.6
R0248,Ward_23,4.831388888888889,23.23,1.3109,8e-06,432.6,200.93605378031248,119.4,0.95,18,7.760000000000001,28.1
R0249,Ward_4,7.782777777777778,26.58,0.1507,-5.1e-05,399.1,560.946342184705,180.6,0.55,7,4.5,29.0
R0250,Ward_11,6.363472222222223,5.72,1.8328,4.5e-05,607.7,1838.8587743119922,236.5,0.7,9,7.825,43.6
R0251,Ward_16,5.910277777777777,15.87,1.7875,0.000218,506.2,904.6075396544497,384.8,0.85,12,6.625,36.8
R0252,Ward_14,5.505138888888889,23.5,3.1167,0.000147,429.9,436.27001566490435,382.5,0.95,19,8.799999999999999,22.1
R0253,Ward_2,4.80375,34.97,0.3593,-0.000125,315.2,1482.6162833404746,293.0,0.55,4,13.6,38.3
R0254,Ward_22,5.680972222222222,37.53,1.8411,-8.1e-05,289.6,1642.7071430506517,313.4,0.85,10,9.75,30.7
R0255,Ward_10,5.57625,24.99,0.128,-2.1e-05,415.0,1308.1658677356922,88.4,0.95,18,10.016666666666666,51.7
R0256,Ward_5,6.275138888888889,23.15,0.3138,-9e-06,433.4,670.0297036645466,409.5,0.95,21,4.0,35.5
R0257,Ward_12,4.9775,34.03,1.251,-5.8e-05,324.6,571.2994041612992,275.1,0.85,13,12.25,25.4
R0258,Ward_20,5.860277777777778,7.08,0.1404,5.3e-05,594.1,632.003855212898,203.1,0.55,7,8.0,45.6
R0259,Ward_8,7.772777777777778,10.91,0.7412,-5.6e-05,555.8,1282.4514325792393,241.7,0.7,10,6.616666666666667,49.4
R0260,Ward_22,5.305555555555555,26.42,0.1012,1.3e-05,400.7,224.02822565625723,458.1,0.95,19,5.3,22.8
R0261,Ward_22,4.969861111111111,17.35,1.185,6.5e-05,491.4,516.8086031114165,114.0,0.55,4,8.4,34.8
R0262,Ward_10,4.702777777777778,7.77,1.2572,3e-05,587.2,1397.1783557743636,203.1,0.7,10,14.6,50.5
R0263,Ward_4,4.742638888888889,29.22,0.415,-2.7e-05,372.7,1555.330349400845,313.4,0.55,7,0.0,34.9
R0264,Ward_3,5.492777777777778,58.23,0.0785,-0.000118,82.6,307.0159157133309,104.4,0.55,4,10.025,25.8
R0265,Ward_5,5.994166666666667,25.18,0.6173,1.9e-05,413.1,597.4629401106623,231.8,0.55,3,17.7,34.6
R0266,Ward_8,4.896527777777778,58.23,0.0785,-0.000118,82.6,688.3469304785732,104.4,0.55,4,1.0,29.5
R0267,Ward_11,6.710833333333333,19.61,0.2292,-1.6e-05,468.8,1225.786909955872,468.1,0.7,7,7.116666666666667,40.5
R0268,Ward_12,6.272916666666666,0.0,0.0,0.0,664.9,1821.2876757728573,451.5,0.55,3,5.542857142857143,50.5
R0269,Ward_23,6.363472222222223,0.0,0.3799,2.4e-05,664.9,1387.1475438105113,125.7,0.95,21,14.8,61.6
R0270,Ward_17,5.305555555555555,26.93,0.1053,6e-06,395.6,415.7647213766261,164.0,0.85,10,6.788888888888889,32.8
R0271,Ward_7,8.639027777777777,2.91,0.5513,9.8e-05,635.8,634.7149848657351,199.8,0.95,21,22.5,54.8
R0272,Ward_21,6.450833333333333,0.0,0.0,0.000283,664.9,2509.0118052727776,408.5,0.55,5,20.45,59.1
R0273,Ward_1,5.037361111111111,8.03,0.5864,3.2e-05,584.6,1770.556288970111,177.6,0.85,10,7.8,54.4
R0274,Ward_15,4.795833333333333,31.73,1.8679,-3.9e-05,347.6,180.64844243601638,349.0,0.85,13,6.0,14.7
R0275,Ward_22,7.772777777777778,4.48,0.3572,5.4e-05,620.1,1392.4241981388695,241.7,0.7,10,24.6,63.7
R0276,Ward_4,5.396111111111111,13.8,0.5017,1e-06,526.9,919.0452457500221,331.3,0.55,6,12.5875,44.9
R0277,Ward_4,5.62875,7.01,0.2333,7.4e-05,594.8,2353.382190068314,369.1,0.55,7,7.266666666666667,48.5
R0278,Ward_17,4.66375,24.47,1.3356,-1.7e-05,420.2,946.921590416825,240.4,0.55,4,15.924999999999999,37.3
R0279,Ward_3,8.12486111111111,12.2,0.2312,-0.000168,542.9,304.78481960787957,237.3,0.55,6,1.4,32.0
R0280,Ward_7,4.909722222222222,11.76,1.8638,0.000153,547.3,995.7034885875682,327.5,0.55,7,9.6,41.8
R0281,Ward_1,5.069722222222222,6.17,0.1652,-7e-05,603.2,2163.2885862067137,114.1,0.55,4,0.2,52.8
R0282,Ward_9,5.460694444444445,60.75,0.4893,-8.8e-05,57.4,945.6004683376201,458.1,0.7,6,7.066666666666666,27.0
R0283,Ward_4,5.4286111111111115,31.45,1.6472,-4.5e-05,350.4,1669.8089646990945,123.3,0.85,14,7.166666666666667,38.6
R0284,Ward_6,5.454166666666667,52.74,0.8176,-9.3e-05,137.5,766.9214554693677,170.1,0.55,7,5.55,24.6
R0285,Ward_9,7.504722222222223,24.95,0.1466,5e-05,415.4,1926.0513839555942,88.4,0.85,11,10.366666666666667,49.5
R0286,Ward_21,5.980972222222222,20.51,0.4542,3.3e-05,459.8,1458.0018307435578,116.9,0.55,7,1.675,47.2
R0287,Ward_23,5.7498611111111115,3.76,1.4656,7.6e-05,627.3,2026.8574054528558,449.4,0.85,14,8.700000000000001,46.2
R0288,Ward_10,5.569722222222222,21.29,0.5368,1.5e-05,452.0,414.30880637317983,197.0,0.7,10,13.15,33.7
R0289,Ward_10,6.134722222222222,18.25,2.6039,-6.2e-05,482.4,826.2159243532643,192.4,0.55,4,16.520000000000003,37.6
R0290,Ward_8,5.809722222222223,18.06,1.4863,-7.9e-05,484.3,1539.2054538546913,338.7,0.7,10,12.733333333333334,42.8
R0291,Ward_18,5.54111111111111,28.1,2.2185,-2e-06,383.9,771.9278144747127,322.6,0.55,5,12.02,27.8
R0292,Ward_19,6.272916666666666,1.04,1.4553,7.8e-05,654.5,2110.919030542575,299.6,0.95,20,9.366666666666667,50.9
R0293,Ward_9,5.586527777777778,0.0,0.0,0.0,664.9,1352.2252838751622,114.1,0.85,14,7.357142857142857,61.3
R0294,Ward_22,6.104861111111111,8.34,0.0599,-3.5e-05,581.5,1191.5924363920847,269.4,0.85,14,9.233333333333333,56.3
R0295,Ward_22,6.016944444444444,32.9,0.095,-8.1e-05,335.9,635.9591645360185,197.0,0.7,7,25.0,42.3
R0296,Ward_20,6.584444444444444,18.6,1.6678,-4.8e-05,478.9,1267.5416864587137,60.8,0.7,10,1.9666666666666668,40.2
R0297,Ward_1,4.765416666666667,26.84,0.0434,-6e-06,396.5,1708.4121934125385,346.1,0.85,12,7.35,39.0
R0298,Ward_22,7.275138888888888,8.18,1.5688,5.7e-05,583.1,227.25419364707219,312.3,0.7,7,6.55,25.9
R0299,Ward_24,4.831388888888889,36.39,1.7792,-7.1e-05,301.0,983.2293391781826,119.4,0.55,3,6.2,30.0
R0300,Ward_8,7.275138888888888,12.79,0.4976,-8.1e-05,537.0,1400.699070466556,312.3,0.85,14,9.2,51.1
R0301,Ward_4,5.57625,24.24,1.0488,-5.7e-05,422.5,1814.3574508897595,88.4,0.7,10,8.675,42.8
R0302,Ward_10,5.497916666666667,12.06,1.87,3.2e-05,544.3,1716.7418080224816,387.2,0.7,10,6.419999999999999,39.5
R0303,Ward_13,4.6925,20.06,0.161,-3.1e-05,464.3,751.7733801036794,170.1,0.85,14,11.666666666666666,46.0
R0304,Ward_6,5.7498611111111115,0.56,2.3174,0.000139,659.3,1472.0939500271775,449.4,0.95,18,1.8333333333333333,43.7
R0305,Ward_11,7.185555555555556,4.34,0.8238,-5e-06,621.5,1101.6447349234445,72.7,0.95,19,15.25,58.8
R0306,Ward_12,5.830277777777777,26.96,0.512,3.6e-05,395.3,2442.8521066766157,118.2,0.55,5,3.8,42.0
R0307,Ward_7,6.218472222222222,7.4,0.0661,0.000113,590.9,225.38626099303863,200.2,0.85,14,11.799999999999999,40.9
R0308,Ward_7,5.910277777777777,15.91,0.6978,3e-05,505.8,1161.246825836032,89.4,0.7,10,5.949999999999999,50.1
R0309,Ward_3,6.112500000000001,28.04,2.8655,0.000173,384.5,2066.5678707154375,375.3,0.95,22,8.883333333333333,32.9
R0310,Ward_24,5.255694444444445,35.01,2.6307,1.1e-05,314.8,1124.9200069311705,240.4,0.55,4,12.044444444444444,29.2
R0311,Ward_2,7.781666666666666,13.29,2.1277,6.6e-05,532.0,1219.8417815265225,409.5,0.55,3,12.983333333333334,41.0
R0312,Ward_13,5.569722222222222,0.0,0.0,6.2e-05,664.9,1900.5655969429934,239.9,0.7,7,10.100000000000001,57.8
R0313,Ward_1,5.526527777777777,40.32,1.1953,4.3e-05,261.7,446.5106529660901,442.4,0.55,7,3.7,11.5
R0314,Ward_16,6.396111111111111,0.0,0.0,4.1e-05,664.9,656.7623629206711,408.5,0.85,13,11.16,54.0
R0315,Ward_2,6.430416666666667,3.98,1.6327,6.4e-05,625.1,1037.01733903965,70.2,0.85,11,3.9166666666666665,51.8
R0316,Ward_16,6.297222222222222,0.11,0.0227,-3e-06,663.8,1521.9641252477327,116.9,0.85,14,6.3999999999999995,60.1
R0317,Ward_15,6.311944444444444,2.0,0.446,2e-06,644.9,579.329682218134,240.5,0.55,5,3.5199999999999996,45.4
R0318,Ward_16,5.069722222222222,12.91,0.9352,-0.000127,535.8,993.6042111437822,422.6,0.95,19,11.6,45.1
R0319,Ward_17,6.515694444444445,28.24,1.1994,8.6e-05,382.5,1683.5992937195217,107.7,0.95,21,5.6,44.4
R0320,Ward_4,4.901527777777777,22.46,0.1177,9e-06,440.3,228.38032788914924,380.6,0.55,7,14.88,28.8
R0321,Ward_19,5.975694444444445,32.38,0.3097,-9e-06,341.1,663.297570523531,449.4,0.55,3,29.85,32.8
R0322,Ward_9,6.584444444444444,24.23,0.256,-8e-05,422.6,676.4443308509226,422.6,0.95,22,15.3,40.2
R0323,Ward_24,5.574722222222222,25.95,0.704,0.000103,405.4,763.695089838399,237.4,0.7,9,3.02,32.2
R0324,Ward_18,5.359722222222222,23.29,0.7701,-4.5e-05,432.0,1902.1316455533179,247.1,0.85,12,5.319999999999999,44.0
R0325,Ward_3,4.675694444444444,19.16,0.6194,2.7e-05,473.3,1321.3126039136546,191.2,0.95,20,10.745454545454546,50.8
R0326,Ward_10,5.515,24.38,0.1301,-7.4e-05,421.1,49.376137673699645,70.6,0.95,22,19.216666666666665,34.2
R0327,Ward_6,4.80375,26.43,0.9311,-3.5e-05,400.6,1046.818198582284,247.1,0.85,10,0.1,34.7
R0328,Ward_12,6.37,19.65,0.6565,-2.8e-05,468.4,2716.70850282913,86.0,0.95,22,18.2,55.1
R0329,Ward_17,5.825277777777778,50.88,1.3398,-8.1e-05,156.1,1091.3390286681183,377.0,0.7,6,9.066666666666666,29.8
R0330,Ward_9,5.289722222222222,29.33,1.381,-2e-06,371.6,704.4795954577285,228.6,0.7,6,10.683333333333332,29.7
R0331,Ward_3,4.92,47.25,1.9401,-6.3e-05,192.4,2223.4651559838044,119.4,0.95,20,15.466666666666667,34.0
R0332,Ward_20,5.586527777777778,0.0,0.0,0.0,664.9,164.25572104655396,71.2,0.85,11,7.62,44.1
R0333,Ward_12,5.904305555555556,0.86,0.1776,-8e-06,656.3,1612.2224555132625,433.9,0.7,9,0.0,51.0
R0334,Ward_2,5.181805555555555,28.55,1.1808,3.9e-05,379.4,2040.002331663008,458.1,0.7,10,2.45,30.0
R0335,Ward_18,5.367083333333333,17.25,0.2519,4.9e-05,492.4,489.0283758788706,277.9,0.7,7,32.3,41.1
R0336,Ward_9,5.863472222222223,31.95,0.1363,2.7e-05,345.4,492.6391743423591,72.4,0.7,9,12.863636363636363,31.9
R0337,Ward_5,6.941944444444444,38.93,0.9414,-0.000111,275.6,2572.981582261977,212.6,0.55,4,19.375,37.6
R0338,Ward_2,7.093333333333334,27.01,0.384,-3.1e-05,394.8,907.203528316683,433.9,0.85,11,13.86,40.9
R0339,Ward_7,4.66375,22.25,0.576,3.2e-05,442.4,1278.546443726177,240.4,0.85,14,5.65,44.3
R0340,Ward_14,5.418611111111111,19.26,0.0062,6.1e-05,472.3,1255.4394351449291,118.2,0.85,12,13.6,50.6
R0341,Ward_9,5.727222222222222,21.82,0.2953,-4.6e-05,446.7,1149.212948957935,80.3,0.55,6,11.25,49.8
R0342,Ward_6,5.359722222222222,14.92,1.1086,-9e-06,515.7,690.1559930229444,247.1,0.55,4,6.366666666666667,38.3
R0343,Ward_4,5.659722222222222,16.69,0.5368,-1.5e-05,498.0,399.2069716974705,123.3,0.55,3,9.1,37.0
R0344,Ward_1,5.659722222222222,21.32,1.4347,2.4e-05,451.7,620.3270928968989,123.3,0.7,7,14.7,37.1
R0345,Ward_15,6.13125,0.0,0.0,0.0,664.9,649.446272694092,240.2,0.95,22,3.9,55.0
R0346,Ward_12,6.218472222222222,13.11,1.8762,-0.000131,533.8,1182.5564228321898,200.2,0.55,4,8.828571428571427,40.6
R0347,Ward_13,5.255694444444445,48.9,0.1321,-9.3e-05,175.9,1077.0683311802863,87.8,0.7,9,17.75,43.6
R0348,Ward_23,5.491805555555556,20.65,2.9767,3.1e-05,458.4,1201.4802997789916,164.0,0.85,14,6.3,39.2
R0349,Ward_7,5.541944444444444,33.4,0.2849,-4.3e-05,330.9,546.2407431003819,351.6,0.7,9,5.4,30.3
R0350,Ward_24,5.505138888888889,33.25,1.1065,5e-05,332.4,722.6672955142938,382.5,0.7,9,10.116666666666665,27.3
R0351,Ward_11,6.991805555555556,24.94,2.1978,8.8e-05,415.5,1393.5146677232995,199.8,0.95,18,20.466666666666665,39.6
R0352,Ward_23,7.781666666666666,22.19,1.4079,8.7e-05,443.0,858.819985369622,409.5,0.95,18,7.071428571428571,35.7
R0353,Ward_24,4.80375,10.6,0.8217,-5.4e-05,558.9,1842.0097468095387,247.1,0.85,10,10.333333333333334,49.0
R0354,Ward_4,7.275138888888888,19.32,0.1198,-4.4e-05,471.7,690.4134067256667,312.3,0.95,22,8.559999999999999,42.7
R0355,Ward_22,7.403333333333332,0.0,1.511,9.5e-05,664.9,2333.398264004678,195.5,0.55,3,9.1,50.9
R0356,Ward_21,4.94625,29.77,2.2288,2.7e-05,367.2,260.235356911753,107.7,0.7,10,15.819999999999999,22.0
R0357,Ward_24,6.376388888888888,26.49,1.9463,0.000205,400.0,3055.7723047965965,451.5,0.7,8,0.0,31.1
R0358,Ward_13,5.798194444444444,26.35,0.7556,-7e-05,401.4,317.90584396491556,179.3,0.55,7,14.225,26.1
R0359,Ward_7,6.430416666666667,0.0,0.0,0.0,664.9,1682.072290987087,387.2,0.85,13,8.233333333333334,54.6
R0360,Ward_7,5.497916666666667,0.0,0.0,1.6e-05,664.9,1441.259632861518,269.4,0.55,3,7.4,55.0
R0361,Ward_3,6.450833333333333,0.0,0.0,0.0,664.9,1126.0476778084758,408.5,0.95,21,1.2,53.3
R0362,Ward_9,5.253888888888889,21.49,0.9621,3.7e-05,450.0,719.1634316652776,419.6,0.55,7,8.120000000000001,31.0
R0363,Ward_7,6.149583333333333,0.0,0.0,0.0,664.9,1543.7012857113975,383.2,0.95,21,0.7,55.2
R0364,Ward_4,6.941944444444444,24.65,0.5203,9.1e-05,418.4,1944.8115017473474,95.0,0.85,13,4.985714285714286,44.2
R0365,Ward_12,5.425972222222223,8.82,0.5286,3.1e-05,576.7,765.7640667252607,124.2,0.85,12,35.05,56.3
R0366,Ward_20,5.867777777777778,0.0,0.0,0.0,664.9,877.5010758596533,86.0,0.55,5,16.75,58.6
R0367,Ward_18,5.037361111111111,7.37,1.0033,1.1e-05,591.2,1009.584387395655,177.6,0.95,20,8.175,51.0
R0368,Ward_3,5.727222222222222,2.43,0.8981,9.6e-05,640.6,1101.4891775438427,369.1,0.85,12,12.685714285714285,50.7
R0369,Ward_21,5.491805555555556,50.61,1.2551,1.1e-05,158.8,1380.5425546490192,439.7,0.55,7,8.575,24.1
R0370,Ward_14,5.569722222222222,0.0,0.0,6.7e-05,664.9,1455.3562803093241,239.9,0.7,9,14.049999999999999,60.6
R0371,Ward_5,5.910277777777777,31.95,0.4418,-3.5e-05,345.4,932.0796410472653,384.8,0.95,22,10.166666666666666,40.9
R0372,Ward_5,5.615277777777778,28.23,0.8547,-0.000135,382.6,713.1690684561695,196.4,0.7,9,17.46666666666667,36.3
R0373,Ward_13,5.9127777777777775,4.03,0.1074,2.9e-05,624.6,1778.845421492962,107.7,0.85,13,7.1000000000000005,59.9
R0374,Ward_11,7.161388888888889,7.33,0.5327,4.7e-05,591.6,252.34846551765057,203.1,0.85,11,20.87142857142857,42.7
R0375,Ward_2,7.093333333333334,0.0,0.0,0.0,664.9,1664.6723720264229,433.9,0.7,9,5.3,53.9
R0376,Ward_1,5.590277777777778,0.0,0.0,0.0,664.9,670.3429799885449,451.5,0.85,12,16.400000000000002,51.3
R0377,Ward_18,5.738333333333333,14.5,0.7701,7.6e-05,519.9,288.1994600775179,277.7,0.7,8,5.766666666666667,30.5
R0378,Ward_9,5.305555555555555,32.74,0.9745,1.5e-05,337.5,451.2384530136428,458.1,0.55,7,15.549999999999999,19.5
R0379,Ward_11,7.467499999999999,0.0,0.0,0.000358,664.9,2574.9726310763454,72.7,0.95,18,13.714285714285714,65.6
R0380,Ward_10,4.8661111111111115,37.8,1.8823,-0.000151,286.9,592.5080893718604,102.2,0.55,7,8.0,22.5
R0381,Ward_18,5.069722222222222,18.06,0.2602,-0.000139,484.3,1071.6244779985025,422.6,0.7,6,13.5,43.8
R0382,Ward_14,6.178472222222222,34.66,0.2891,-5.5e-05,318.3,1733.929358880511,119.4,0.7,7,8.65,42.1
R0383,Ward_5,6.250277777777778,4.76,0.3696,3.3e-05,617.3,1191.2392328844724,448.8,0.85,11,6.371428571428572,49.0
R0384,Ward_6,5.492777777777778,44.68,0.9538,7.7e-05,218.1,1198.5927380932808,365.4,0.7,6,3.6666666666666665,26.4
R0385,Ward_5,5.084305555555556,46.76,2.0514,-0.0,197.3,1983.1435870987116,439.7,0.7,8,4.571428571428571,21.2
R0386,Ward_8,5.434166666666666,1.42,0.638,0.000103,650.7,595.2966306525688,412.8,0.85,14,10.44,44.6
R0387,Ward_6,5.418611111111111,23.22,0.2705,-6.5e-05,432.7,1252.4444987422326,118.2,0.85,12,11.299999999999999,47.9
R0388,Ward_20,6.290555555555556,0.0,0.0557,4e-06,664.9,1247.0376990172629,158.8,0.55,6,1.95,58.3
R0389,Ward_17,5.460694444444445,34.35,0.2705,5.6e-05,321.4,789.1312769941419,458.1,0.55,7,3.75,25.7
R0390,Ward_18,4.2629166666666665,42.71,0.6772,-5.8e-05,237.8,1859.42158424879,445.9,0.95,18,7.516666666666667,29.9
R0391,Ward_20,4.8661111111111115,17.79,1.9772,-4e-06,487.0,1223.3929941402512,240.5,0.55,5,10.214285714285714,34.5
R0392,Ward_14,4.66375,27.9,2.3463,-0.000106,385.9,1606.4991460351685,191.2,0.95,21,13.960000000000003,40.1
R0393,Ward_21,5.9679166666666665,16.88,0.7928,9e-06,496.1,1209.8629842404262,56.0,0.7,9,7.433333333333333,50.6
R0394,Ward_2,5.573472222222223,31.18,0.2643,-7e-06,353.1,1455.87800946393,253.6,0.7,9,14.9,44.6
R0395,Ward_4,5.255694444444445,25.12,0.192,-2e-05,413.7,566.842288969556,87.8,0.85,11,17.4,41.4
R0396,Ward_19,5.994305555555555,5.3,2.3153,7.7e-05,611.9,1835.167057280161,409.5,0.85,11,0.0,42.1
R0397,Ward_22,6.673333333333334,0.0,0.0,0.0,664.9,2033.6671502667114,180.6,0.55,3,12.9,61.1
R0398,Ward_24,7.206527777777778,12.44,1.5193,-7.8e-05,540.5,782.0765649424401,290.1,0.7,9,17.28,41.8
R0399,Ward_3,5.734583333333333,14.98,2.0246,2.1e-05,515.1,1718.7508929394346,80.3,0.7,10,13.4,44.1
R0400,Ward_23,6.515694444444445,27.39,1.218,0.000123,391.0,1891.6049808729656,116.6,0.7,10,8.32,36.4
R0401,Ward_7,5.497916666666667,0.0,0.0,0.0,664.9,941.5518502389101,269.4,0.7,8,7.959999999999999,56.2
R0402,Ward_2,4.6530555555555555,28.28,3.0241,-5e-05,382.1,1461.3335320247475,398.0,0.95,21,8.64,33.8
R0403,Ward_11,5.255694444444445,25.24,1.0446,1.4e-05,412.5,567.4635869356505,237.4,0.7,8,8.833333333333334,31.6
R0404,Ward_21,6.747083333333333,34.89,1.7916,-0.000155,316.0,83.13946403041005,236.5,0.55,3,0.0,7.2
R0405,Ward_7,5.925138888888889,21.5,0.6235,0.000123,449.9,512.6751533735933,102.2,0.85,10,24.85,42.8
R0406,Ward_23,5.758472222222222,0.0,0.0,0.0,664.9,797.1646613631731,153.4,0.7,8,8.36,58.1
R0407,Ward_10,5.136111111111111,0.0,0.0,2.7e-05,664.9,490.89854031712804,215.6,0.7,10,3.55,48.3
R0408,Ward_5,6.42375,0.0,0.3861,2.4e-05,664.9,2985.6472390343392,114.1,0.85,14,8.780000000000001,61.4
R0409,Ward_15,4.901527777777777,46.85,1.9483,-0.000141,196.4,1022.0335826588391,406.7,0.85,10,24.45,31.7
R0410,Ward_4,5.486666666666666,47.51,1.8968,-6.8e-05,189.8,1647.8712175547132,189.7,0.55,3,10.425,29.3
R0411,Ward_15,6.104861111111111,0.0,0.0,4.7e-05,664.9,376.80016539652746,269.4,0.7,8,13.080000000000002,43.4
R0412,Ward_19,6.13125,8.19,1.7627,5e-06,583.0,1745.7064277731731,486.5,0.95,20,6.400000000000001,40.9
R0413,Ward_3,5.9127777777777775,10.35,2.204,5e-05,561.4,804.0782480438755,107.7,0.85,10,7.0,43.5
R0414,Ward_19,4.9775,19.17,0.2292,4.4e-05,473.2,1274.629391852828,196.4,0.55,6,8.440000000000001,45.9
R0415,Ward_16,5.136666666666667,55.34,0.32,-2.4e-05,111.5,1707.5160251324708,458.1,0.85,13,11.666666666666666,33.9
R0416,Ward_15,6.178472222222222,24.73,0.6194,5.6e-05,417.6,2081.591534772629,123.3,0.85,12,11.95,45.4
R0417,Ward_5,6.160416666666666,0.0,0.0,0.0,664.9,809.1852043051961,442.3,0.55,7,13.64,50.7
R0418,Ward_7,5.367083333333333,22.15,1.6575,8.1e-05,443.4,1646.3403582882877,429.9,0.95,20,0.0,34.4
R0419,Ward_6,4.590138888888889,10.34,0.0867,-1.2e-05,561.5,516.1861271209033,269.4,0.55,6,5.05,41.1
R0420,Ward_5,6.160416666666666,0.0,0.0,0.0,664.9,1207.340351435758,153.4,0.7,6,12.666666666666666,58.7
R0421,Ward_3,5.573472222222223,30.43,0.7082,-0.000147,360.6,1466.5482771151576,253.6,0.85,12,7.2,41.3
R0422,Ward_13,5.2058333333333335,28.1,3.4645,0.000128,383.9,1904.4580004388088,458.1,0.95,22,14.02,31.6
R0423,Ward_3,7.699027777777778,13.76,2.608,-1.5e-05,527.3,619.4139291341911,130.1,0.7,6,3.8000000000000003,33.3
R0424,Ward_14,5.359722222222222,11.27,1.2593,6.1e-05,552.2,1893.1446567541645,247.1,0.95,22,10.65,46.5
