event_id,timestamp,latitude,longitude,water_depth_cm,rainfall_mm,duration_hrs,road_id,ward,affected_area_sqm
EVT00257,2019-04-07 00:00,18.88644,72.88962,1.1,8.1,20.2,R0062,Ward_14,39787.0
EVT00258,2019-04-22 00:00,19.09666,72.95228,5.6,9.2,7.6,R0496,Ward_1,24996.0
EVT00259,2017-02-05 00:00,19.14421,72.87725,5.7,17.6,13.0,R0148,Ward_20,27951.0
EVT00260,2016-02-20 00:00,18.93504,72.88197,5.7,4.7,19.4,R0007,Ward_15,2144.0
EVT00261,2016-01-04 00:00,18.98321,72.90641,1.5,1.8,12.2,R0002,Ward_14,17678.0
EVT00262,2016-12-16 00:00,19.20364,72.78148,53.4,147.7,9.1,R0145,Ward_17,33300.0
EVT00263,2016-05-18 00:00,19.17755,72.80566,30.7,113.0,17.4,R0073,Ward_24,9917.0
EVT00264,2017-11-13 00:00,19.10409,72.78857,11.6,47.7,1.7,R0477,Ward_12,12512.0
EVT00265,2019-11-21 00:00,19.1414,72.85884,19.6,58.4,23.2,R0050,Ward_9,46018.0
EVT00266,2020-04-20 00:00,19.10882,72.80986,6.0,22.7,16.6,R0165,Ward_19,7045.0
EVT00267,2020-01-31 00:00,19.17706,72.8275,30.6,87.2,13.7,R0154,Ward_10,4371.0
EVT00268,2021-07-14 00:00,19.09667,72.91451,11.4,34.9,5.2,R0400,Ward_14,4893.0
EVT00269,2021-01-23 00:00,19.08063,72.92965,3.8,21.6,22.5,R0364,Ward_12,23472.0
EVT00270,2020-01-06 00:00,19.04107,72.86672,13.0,42.6,11.6,R0467,Ward_18,1418.0
EVT00271,2016-12-27 00:00,19.17671,72.79034,20.2,53.1,15.1,R0154,Ward_8,29058.0
EVT00272,2021-10-03 00:00,19.01924,72.9128,14.3,31.5,21.2,R0027,Ward_13,6384.0
EVT00273,2023-12-21 00:00,19.13803,72.87645,8.0,19.9,21.1,R0235,Ward_2,4324.0
EVT00274,2016-08-12 00:00,18.97807,72.99682,0.2,1.2,8.7,R0049,Ward_10,28316.0
EVT00275,2016-10-10 00:00,19.14624,72.96879,5.5,17.1,18.0,R0345,Ward_17,36994.0
EVT00276,2017-01-11 00:00,18.89121,72.81716,19.8,55.0,13.9,R0495,Ward_16,6906.0
EVT00277,2017-02-23 00:00,19.22802,72.91712,2.7,1.5,7.9,R0159,Ward_24,49459.0
EVT00278,2023-02-16 00:00,18.87258,72.88154,9.9,36.0,5.6,R0034,Ward_1,7736.0
EVT00279,2018-03-09 00:00,19.22196,72.88956,2.9,23.9,5.7,R0242,Ward_1,41653.0
EVT00280,2016-10-11 00:00,19.04753,72.7828,21.2,68.0,7.9,R0247,Ward_6,41032.0
EVT00281,2022-04-14 00:00,19.20669,72.89575,3.6,24.1,16.7,R0439,Ward_22,30896.0
EVT00282,2017-06-26 00:00,19.04294,72.91633,2.6,12.6,4.3,R0381,Ward_22,12110.0
EVT00283,2017-08-29 00:00,19.07461,72.93091,3.9,13.1,12.0,R0148,Ward_10,33410.0
EVT00284,2022-11-25 00:00,19.25364,72.88338,2.7,0.0,7.3,R0197,Ward_23,40013.0
EVT00285,2017-01-27 00:00,19.05559,72.9571,2.6,35.9,1.6,R0234,Ward_4,28254.0
EVT00286,2022-08-25 00:00,18.87441,72.83964,8.8,18.4,16.0,R0336,Ward_20,22280.0
EVT00287,2016-12-22 00:00,19.23324,72.85159,24.9,106.1,11.8,R0370,Ward_15,13918.0
EVT00288,2021-01-21 00:00,19.2627,72.85228,17.8,56.2,5.8,R0462,Ward_23,26300.0
EVT00289,2017-02-10 00:00,19.07522,72.81013,9.5,12.5,9.1,R0368,Ward_19,17031.0
EVT00290,2018-07-15 00:00,19.15607,72.95094,0.9,8.4,19.1,R0337,Ward_10,46181.0
EVT00291,2020-11-02 00:00,18.89728,72.96304,7.0,28.8,9.7,R0241,Ward_20,32983.0
EVT00292,2024-02-10 00:00,19.10042,72.9833,1.0,14.3,16.2,R0132,Ward_5,34919.0
EVT00293,2021-12-20 00:00,19.10554,72.90357,1.9,26.1,15.2,R0206,Ward_3,2342.0
EVT00294,2016-06-30 00:00,19.21081,72.80661,17.4,42.9,16.3,R0255,Ward_22,23873.0
EVT00295,2023-08-18 00:00,19.17396,72.99571,0.8,2.0,19.3,R0053,Ward_6,36435.0
EVT00296,2016-02-19 00:00,19.02363,72.99386,0.9,0.0,2.4,R0128,Ward_4,1967.0
EVT00297,2019-08-12 00:00,19.16997,72.87155,4.9,10.1,15.0,R0430,Ward_1,46185.0
EVT00298,2019-08-25 00:00,18.99846,72.93071,11.7,49.2,4.1,R0326,Ward_19,27868.0
EVT00299,2023-01-10 00:00,18.94829,72.88295,18.3,47.1,7.6,R0103,Ward_24,8188.0
EVT00300,2017-07-27 00:00,19.19554,72.95599,2.7,3.5,3.0,R0012,Ward_21,47996.0
EVT00301,2016-12-27 00:00,18.90848,72.77765,40.0,109.9,21.5,R0184,Ward_14,28458.0
EVT00302,2023-01-24 00:00,19.2158,72.84836,32.4,89.5,17.8,R0466,Ward_24,32147.0
EVT00303,2021-10-23 00:00,19.06847,72.96145,1.7,1.6,20.0,R0256,Ward_12,17889.0
EVT00304,2024-05-27 00:00,19.2299,72.96629,7.1,22.6,2.5,R0218,Ward_21,18868.0
EVT00305,2024-03-09 00:00,18.89835,72.78797,13.7,28.3,12.9,R0051,Ward_4,24986.0
EVT00306,2015-09-01 00:00,18.89059,72.89432,4.9,13.0,6.2,R0481,Ward_10,46121.0
EVT00307,2016-03-05 00:00,18.97055,72.93175,13.5,47.7,21.1,R0080,Ward_10,3831.0
EVT00308,2022-04-08 00:00,19.10014,72.96623,0.9,8.2,12.5,R0204,Ward_20,2927.0
EVT00309,2020-09-11 00:00,19.14901,72.7955,31.1,106.8,22.5,R0134,Ward_21,1596.0
EVT00310,2019-03-02 00:00,19.00522,72.83,7.5,43.2,21.4,R0030,Ward_5,10291.0
EVT00311,2023-11-28 00:00,19.1967,72.84581,20.1,52.7,16.3,R0449,Ward_2,11857.0
EVT00312,2022-04-03 00:00,18.89916,72.98804,0.2,2.6,17.2,R0391,Ward_2,17358.0
EVT00313,2023-09-15 00:00,18.89831,72.86574,12.7,17.9,15.1,R0041,Ward_18,23991.0
EVT00314,2016-07-31 00:00,18.92179,72.93637,7.3,34.3,1.8,R0259,Ward_8,32552.0
EVT00315,2017-12-19 00:00,19.04261,72.83979,3.2,0.0,1.5,R0028,Ward_1,38703.0
EVT00316,2019-09-01 00:00,19.19455,72.89286,11.2,48.8,16.7,R0377,Ward_1,27670.0
EVT00317,2023-03-19 00:00,18.89086,72.94611,9.3,30.0,3.9,R0359,Ward_14,27522.0
EVT00318,2022-04-26 00:00,18.91623,72.79714,53.1,161.2,23.6,R0188,Ward_12,9763.0
EVT00319,2018-01-06 00:00,19.04461,72.78332,36.7,111.6,3.1,R0005,Ward_8,20712.0
EVT00320,2021-06-05 00:00,19.17103,72.95578,4.9,17.0,14.1,R0410,Ward_1,43675.0
EVT00321,2016-01-19 00:00,18.96997,72.78308,10.8,24.2,3.9,R0092,Ward_10,2282.0
EVT00322,2018-02-25 00:00,19.00987,72.9207,16.8,40.9,24.0,R0066,Ward_20,19951.0
EVT00323,2016-04-08 00:00,19.13303,72.92102,4.1,14.6,6.8,R0278,Ward_7,24797.0
EVT00324,2017-11-19 00:00,19.16409,72.8521,6.9,14.0,11.2,R0154,Ward_12,39032.0
EVT00325,2021-04-27 00:00,18.98707,72.92034,15.9,45.7,21.5,R0163,Ward_23,27117.0
EVT00326,2020-01-08 00:00,18.91175,72.84973,11.7,23.9,17.2,R0318,Ward_16,14061.0
EVT00327,2021-04-03 00:00,18.95142,72.80154,16.7,50.6,6.3,R0379,Ward_18,10617.0
EVT00328,2017-01-02 00:00,19.01896,72.95777,1.5,7.2,1.8,R0120,Ward_23,22070.0
EVT00329,2015-08-27 00:00,19.17568,72.9892,0.4,0.0,12.5,R0017,Ward_9,13971.0
EVT00330,2016-05-12 00:00,19.02367,72.96025,0.1,0.0,2.4,R0437,Ward_20,19258.0
EVT00331,2020-05-23 00:00,18.87754,72.858,10.5,35.0,2.0,R0105,Ward_13,9303.0
EVT00332,2018-11-01 00:00,19.04243,72.78202,7.5,15.7,1.7,R0390,Ward_12,46867.0
EVT00333,2019-03-09 00:00,19.23402,72.94353,2.4,12.7,22.2,R0464,Ward_9,40531.0
EVT00334,2019-03-28 00:00,19.10638,72.94417,12.6,54.2,17.7,R0318,Ward_14,43301.0
EVT00335,2023-11-07 00:00,19.18305,72.98357,3.3,0.0,2.3,R0055,Ward_18,19467.0
EVT00336,2021-05-30 00:00,19.15852,72.92593,8.4,16.5,11.7,R0293,Ward_24,28458.0
EVT00337,2019-09-09 00:00,19.07757,72.80739,5.1,14.0,11.7,R0473,Ward_8,6680.0
EVT00338,2018-06-28 00:00,18.87607,72.95391,3.0,6.1,3.0,R0127,Ward_18,14862.0
EVT00339,2018-06-28 00:00,19.09843,72.77888,42.8,141.6,9.3,R0337,Ward_9,39143.0
EVT00340,2016-10-22 00:00,19.1941,72.90984,11.7,38.6,8.1,R0338,Ward_11,41816.0
EVT00341,2015-08-10 00:00,19.20904,72.87208,4.4,13.1,11.1,R0238,Ward_2,48298.0
EVT00342,2017-11-09 00:00,19.06208,72.96419,2.5,0.4,10.4,R0296,Ward_3,13895.0
EVT00343,2016-02-18 00:00,19.11413,72.84223,39.9,100.4,11.1,R0132,Ward_9,13051.0
EVT00344,2017-05-15 00:00,19.06797,72.82231,9.7,22.7,4.4,R0316,Ward_21,2574.0
EVT00345,2023-02-02 00:00,18.91578,72.77886,79.5,239.7,12.7,R0225,Ward_19,15935.0
EVT00346,2023-06-05 00:00,19.09136,72.82243,15.6,29.4,23.8,R0499,Ward_9,904.0
EVT00347,2021-06-22 00:00,19.20797,72.96536,1.6,0.0,17.5,R0307,Ward_8,17552.0
EVT00348,2021-02-22 00:00,18.90099,72.87208,8.3,34.2,2.8,R0104,Ward_11,28561.0
EVT00349,2016-03-19 00:00,19.20166,72.92663,1.0,0.0,15.8,R0448,Ward_10,7240.0
EVT00350,2019-03-04 00:00,19.00062,72.95128,1.0,7.5,23.4,R0459,Ward_21,18798.0
EVT00351,2015-10-06 00:00,19.24699,72.83763,15.1,54.7,4.7,R0022,Ward_10,46522.0
EVT00352,2022-03-30 00:00,19.23475,72.77587,8.5,8.1,5.9,R0160,Ward_17,35817.0
EVT00353,2023-05-29 00:00,19.16682,72.9502,4.7,9.2,8.9,R0110,Ward_13,41553.0
EVT00354,2019-09-08 00:00,18.88304,72.93704,5.5,28.4,18.5,R0332,Ward_3,47763.0
EVT00355,2021-10-02 00:00,19.25345,72.99823,0.1,4.0,12.6,R0294,Ward_21,27457.0
EVT00356,2021-05-01 00:00,19.03723,72.9386,2.2,3.1,19.4,R0310,Ward_16,32994.0
EVT00357,2017-08-07 00:00,19.07813,72.8429,3.2,14.9,20.2,R0150,Ward_8,16501.0
EVT00358,2018-01-01 00:00,19.1896,72.99482,0.9,12.6,11.5,R0383,Ward_4,34684.0
EVT00359,2020-01-05 00:00,19.048,72.99025,0.8,1.8,9.3,R0180,Ward_18,25332.0
EVT00360,2022-03-14 00:00,19.23585,72.92027,2.4,0.0,6.3,R0402,Ward_14,11565.0
EVT00361,2021-06-11 00:00,19.20113,72.99695,0.1,6.3,6.6,R0465,Ward_14,33738.0
EVT00362,2024-05-03 00:00,19.13636,72.90928,1.2,8.9,7.6,R0160,Ward_4,4167.0
EVT00363,2021-11-15 00:00,19.03841,72.99615,0.2,0.0,12.4,R0451,Ward_7,45004.0
EVT00364,2016-10-07 00:00,19.22056,72.77357,28.3,96.3,10.6,R0391,Ward_18,35598.0
EVT00365,2015-10-18 00:00,19.05794,72.79323,1.8,0.0,20.2,R0012,Ward_23,8430.0
EVT00366,2021-05-08 00:00,18.89921,72.88843,5.8,29.7,22.1,R0462,Ward_14,17783.0
EVT00367,2023-05-26 00:00,19.03093,72.8981,13.1,31.1,7.7,R0172,Ward_11,29615.0
EVT00368,2015-12-03 00:00,19.11665,72.99865,0.1,5.3,2.7,R0471,Ward_12,47501.0
EVT00369,2023-09-20 00:00,19.23427,72.91509,22.9,58.2,20.2,R0148,Ward_16,35036.0
EVT00370,2022-01-09 00:00,19.16338,72.93645,5.3,22.1,22.1,R0479,Ward_17,4281.0
EVT00371,2019-07-25 00:00,19.22824,72.90652,4.6,24.7,16.5,R0232,Ward_13,16090.0
EVT00372,2018-07-19 00:00,18.94069,72.93618,1.1,0.4,22.7,R0049,Ward_8,14938.0
EVT00373,2021-04-21 00:00,19.00645,72.89975,2.1,8.2,14.3,R0432,Ward_14,14334.0
EVT00374,2017-01-07 00:00,19.02363,72.94418,1.2,0.0,2.0,R0483,Ward_24,44131.0
EVT00375,2018-07-14 00:00,19.16239,72.86902,1.4,4.4,14.2,R0315,Ward_11,5063.0
EVT00376,2018-06-26 00:00,18.98392,72.79727,8.9,30.0,12.2,R0114,Ward_6,14495.0
EVT00377,2023-11-12 00:00,19.23708,72.99743,0.1,10.8,3.4,R0118,Ward_22,14004.0
EVT00378,2021-02-12 00:00,18.90839,72.897,8.6,35.8,18.4,R0014,Ward_20,45137.0
EVT00379,2024-05-16 00:00,19.25394,72.89416,5.9,30.1,5.5,R0250,Ward_1,18540.0
EVT00380,2020-03-12 00:00,18.98274,72.98801,1.0,0.0,17.8,R0266,Ward_5,41569.0
EVT00381,2023-05-03 00:00,18.98798,72.79521,8.5,21.6,22.1,R0061,Ward_15,44455.0
EVT00382,2016-12-12 00:00,19.0673,72.78998,67.1,196.8,23.8,R0374,Ward_22,5911.0
EVT00383,2024-04-23 00:00,19.01149,72.78819,16.6,64.5,6.1,R0038,Ward_11,7921.0
EVT00384,2023-08-30 00:00,19.00413,72.8743,16.4,43.2,12.8,R0397,Ward_3,35370.0
EVT00385,2020-04-10 00:00,18.99592,72.98269,1.2,4.6,3.3,R0361,Ward_17,15945.0
EVT00386,2022-06-08 00:00,19.20657,72.92206,4.7,10.8,1.8,R0324,Ward_21,498.0
EVT00387,2017-11-18 00:00,18.92475,72.85653,11.5,44.0,16.5,R0135,Ward_16,7657.0
EVT00388,2018-08-01 00:00,19.19555,72.93872,10.5,15.0,4.0,R0325,Ward_3,47547.0
EVT00389,2015-06-14 00:00,19.21286,72.94237,1.2,8.5,11.0,R0251,Ward_18,30600.0
EVT00390,2023-02-16 00:00,19.154,72.77893,33.0,85.2,7.1,R0194,Ward_21,29237.0
EVT00391,2022-10-12 00:00,19.12509,72.88137,19.5,53.0,22.9,R0449,Ward_10,42051.0
EVT00392,2020-11-28 00:00,19.22002,72.92363,7.3,32.1,19.3,R0200,Ward_20,17921.0
EVT00393,2016-09-03 00:00,19.06238,72.7922,14.8,48.5,23.1,R0459,Ward_10,21038.0
EVT00394,2020-03-06 00:00,19.04887,72.8269,6.6,18.2,3.7,R0237,Ward_11,33065.0
EVT00395,2016-11-06 00:00,19.00903,72.86156,12.1,21.7,18.8,R0247,Ward_16,30093.0
EVT00396,2018-06-02 00:00,19.14489,72.77666,41.2,141.6,12.7,R0455,Ward_14,3134.0
EVT00397,2018-12-22 00:00,19.17872,72.83017,7.2,17.7,10.5,R0414,Ward_15,21317.0
EVT00398,2020-11-09 00:00,18.97428,72.78257,19.7,43.3,17.7,R0173,Ward_21,40944.0
EVT00399,2021-10-31 00:00,18.9934,72.86426,6.3,19.4,21.1,R0274,Ward_7,39000.0
EVT00400,2022-04-06 00:00,18.91413,72.9927,0.5,3.4,8.6,R0309,Ward_18,1094.0
EVT00401,2016-06-04 00:00,19.15889,72.95455,12.2,27.5,18.9,R0170,Ward_12,38365.0
EVT00402,2021-03-25 00:00,19.09116,72.92063,3.6,16.4,5.8,R0274,Ward_7,49262.0
EVT00403,2023-06-19 00:00,19.20526,72.86097,4.0,12.8,6.3,R0410,Ward_6,45542.0
EVT00404,2023-08-21 00:00,19.0026,72.81959,17.6,48.5,6.7,R0006,Ward_2,42290.0
EVT00405,2021-01-14 00:00,19.17205,72.89111,2.3,9.7,10.2,R0248,Ward_2,7932.0
EVT00406,2024-01-28 00:00,18.99059,72.8229,3.5,17.9,16.8,R0017,Ward_9,37521.0
EVT00407,2019-11-28 00:00,19.1952,72.85691,2.2,5.4,4.0,R0379,Ward_9,43113.0
EVT00408,2023-04-21 00:00,18.90061,72.88604,7.6,29.6,18.5,R0212,Ward_1,836.0
EVT00409,2017-02-11 00:00,19.2021,72.90912,6.1,5.4,3.2,R0301,Ward_13,9795.0
EVT00410,2019-01-16 00:00,19.11228,72.8418,3.4,0.0,10.8,R0380,Ward_1,15177.0
EVT00411,2022-10-09 00:00,19.05356,72.79293,9.5,31.1,14.3,R0192,Ward_10,21534.0
EVT00412,2018-07-15 00:00,18.9589,72.86346,15.3,45.7,12.1,R0464,Ward_23,26707.0
EVT00413,2020-12-26 00:00,18.96785,72.77396,5.9,19.7,17.7,R0487,Ward_12,38159.0
EVT00414,2021-11-22 00:00,19.15583,72.87402,11.5,58.7,23.4,R0203,Ward_8,22410.0
EVT00415,2018-11-24 00:00,19.06072,72.79506,16.7,55.7,8.6,R0414,Ward_21,48793.0
EVT00416,2020-11-27 00:00,18.90816,72.80893,25.5,79.5,14.6,R0042,Ward_5,20219.0
EVT00417,2021-10-07 00:00,19.20523,72.89038,24.3,73.0,18.5,R0030,Ward_16,12676.0
EVT00418,2017-02-06 00:00,18.99458,72.84771,11.6,33.5,1.8,R0352,Ward_19,29977.0
EVT00419,2017-10-04 00:00,19.21857,72.83167,17.3,51.5,18.4,R0406,Ward_16,27325.0
EVT00420,2019-01-09 00:00,18.99521,72.91996,3.8,13.6,11.6,R0247,Ward_17,27785.0
EVT00421,2016-08-04 00:00,19.16587,72.93861,0.4,5.6,10.8,R0039,Ward_13,6451.0
EVT00422,2016-10-10 00:00,18.87545,72.88959,6.2,22.7,4.8,R0224,Ward_4,2049.0
EVT00423,2021-04-18 00:00,19.03967,72.80927,4.4,19.8,12.2,R0383,Ward_18,20966.0
EVT00424,2018-09-18 00:00,18.8737,72.79704,8.2,29.0,17.6,R0450,Ward_22,13628.0
EVT00425,2021-09-26 00:00,18.99895,72.9746,1.0,9.0,16.0,R0072,Ward_10,26210.0
EVT00426,2023-06-05 00:00,18.95178,72.91122,4.8,7.2,9.5,R0309,Ward_9,23658.0
EVT00427,2023-10-15 00:00,18.95425,72.84594,3.9,11.8,17.6,R0436,Ward_5,8295.0
EVT00428,2018-12-23 00:00,19.15603,72.87899,16.8,41.9,10.6,R0076,Ward_16,3446.0
EVT00429,2017-07-08 00:00,19.26079,72.84172,18.5,69.7,5.6,R0048,Ward_18,22984.0
EVT00430,2022-01-29 00:00,18.90789,72.91374,11.9,35.9,4.6,R0179,Ward_21,28002.0
EVT00431,2017-07-29 00:00,18.96041,72.91463,18.4,56.4,7.3,R0420,Ward_14,29265.0
EVT00432,2019-12-08 00:00,18.9923,72.91364,14.3,48.1,22.5,R0287,Ward_18,32116.0
EVT00433,2016-07-26 00:00,18.95104,72.90631,1.2,0.0,17.8,R0143,Ward_6,13221.0
EVT00434,2021-12-31 00:00,18.91093,72.95328,4.5,23.9,15.8,R0196,Ward_11,28825.0
EVT00435,2023-09-06 00:00,19.21136,72.9091,1.4,8.1,21.0,R0342,Ward_16,10544.0
EVT00436,2017-11-03 00:00,18.87107,72.82332,19.5,63.2,3.1,R0411,Ward_20,7410.0
EVT00437,2019-01-15 00:00,18.93593,72.97116,2.1,1.7,2.8,R0496,Ward_2,6935.0
EVT00438,2020-09-14 00:00,19.19289,72.86784,7.1,7.6,8.5,R0256,Ward_4,12115.0
EVT00439,2023-05-02 00:00,19.0273,72.948,5.0,9.8,11.9,R0159,Ward_17,15917.0
EVT00440,2017-10-24 00:00,18.90128,72.90924,7.6,21.9,23.0,R0484,Ward_21,41697.0
EVT00441,2021-09-12 00:00,19.15454,72.96317,5.6,24.6,11.2,R0355,Ward_9,34300.0
EVT00442,2019-04-27 00:00,19.09316,72.87015,1.8,9.9,5.1,R0443,Ward_12,42783.0
EVT00443,2020-03-03 00:00,19.1783,72.84958,2.7,13.7,5.9,R0286,Ward_7,19185.0
EVT00444,2015-07-14 00:00,18.9416,72.94195,3.7,38.0,5.5,R0184,Ward_17,9825.0
EVT00445,2019-07-20 00:00,19.10448,72.84554,1.7,24.8,22.1,R0257,Ward_1,30378.0
EVT00446,2020-10-12 00:00,18.88341,72.83324,17.6,36.7,10.2,R0356,Ward_23,12727.0
EVT00447,2015-10-03 00:00,19.12011,72.99336,0.2,11.5,20.9,R0474,Ward_16,49862.0
EVT00448,2020-09-21 00:00,19.1229,72.88277,23.0,72.4,18.2,R0331,Ward_18,40391.0
EVT00449,2023-05-31 00:00,18.88528,72.77663,8.7,14.5,4.5,R0376,Ward_6,43559.0
EVT00450,2016-10-02 00:00,18.92266,72.8665,18.8,66.4,2.3,R0326,Ward_23,3210.0
EVT00451,2017-08-04 00:00,18.90899,72.89514,4.7,25.9,16.1,R0377,Ward_1,16700.0
EVT00452,2023-05-15 00:00,19.1388,72.97692,1.0,0.0,4.9,R0300,Ward_24,47221.0
EVT00453,2019-12-08 00:00,19.07654,72.98633,1.0,0.0,10.6,R0341,Ward_22,3168.0
EVT00454,2017-01-25 00:00,18.94718,72.9451,3.8,0.0,17.8,R0042,Ward_6,22226.0
EVT00455,2021-01-30 00:00,18.98021,72.8157,12.1,26.2,10.4,R0325,Ward_24,42122.0
EVT00456,2021-09-13 00:00,19.24644,72.84157,6.3,25.8,9.1,R0174,Ward_15,28452.0
EVT00457,2020-08-09 00:00,19.14852,72.90022,22.1,69.4,3.0,R0470,Ward_3,9207.0
EVT00458,2022-06-10 00:00,18.90457,72.84303,15.3,43.6,23.2,R0392,Ward_6,39458.0
EVT00459,2016-04-28 00:00,18.95701,72.85614,9.6,18.6,21.2,R0482,Ward_8,15458.0
EVT00460,2017-07-22 00:00,19.14236,72.98681,1.4,0.0,18.2,R0377,Ward_5,15593.0
EVT00461,2018-07-17 00:00,19.02172,72.83603,23.4,63.9,4.2,R0161,Ward_14,11375.0
EVT00462,2017-05-26 00:00,18.9453,72.97322,1.6,11.4,23.5,R0132,Ward_23,22036.0
EVT00463,2019-06-29 00:00,18.90696,72.85169,10.2,35.3,9.0,R0328,Ward_17,22539.0
EVT00464,2015-10-29 00:00,19.12241,72.9613,6.2,5.2,22.8,R0299,Ward_13,7870.0
EVT00465,2020-04-12 00:00,19.09748,72.99856,0.1,0.0,9.0,R0415,Ward_22,39834.0
EVT00466,2021-01-23 00:00,18.95298,72.93092,2.3,1.2,13.7,R0380,Ward_9,4629.0
EVT00467,2020-08-28 00:00,19.17936,72.82939,3.5,13.0,7.0,R0472,Ward_4,25900.0
EVT00468,2020-08-26 00:00,19.12245,72.8793,3.0,0.2,14.5,R0190,Ward_19,18958.0
EVT00469,2023-04-12 00:00,19.10536,72.77779,24.4,88.3,3.4,R0183,Ward_1,8022.0
EVT00470,2016-07-15 00:00,19.0602,72.84743,3.7,10.2,5.3,R0183,Ward_10,8221.0
EVT00471,2020-05-03 00:00,19.08871,72.94297,6.6,0.0,19.6,R0233,Ward_19,28841.0
EVT00472,2018-02-22 00:00,19.04399,72.86185,30.1,77.3,6.8,R0191,Ward_20,16960.0
EVT00473,2018-01-15 00:00,19.14142,72.83904,7.6,36.3,18.6,R0461,Ward_17,5482.0
EVT00474,2021-11-21 00:00,19.04036,72.83195,7.6,15.9,10.2,R0014,Ward_6,25659.0
EVT00475,2023-03-28 00:00,19.23894,72.97392,8.9,26.2,22.7,R0101,Ward_19,37617.0
EVT00476,2016-01-07 00:00,18.92196,72.84662,2.9,12.4,23.3,R0158,Ward_5,40094.0
EVT00477,2015-06-04 00:00,19.05349,72.80803,5.0,20.0,16.1,R0102,Ward_6,15134.0
EVT00478,2017-09-10 00:00,18.90215,72.82432,16.5,43.6,11.0,R0370,Ward_8,7791.0
EVT00479,2015-06-21 00:00,19.09214,72.94839,8.7,21.4,12.0,R0176,Ward_4,23593.0
EVT00480,2020-09-16 00:00,19.14471,72.93072,8.0,38.7,16.4,R0425,Ward_15,35341.0
EVT00481,2016-11-08 00:00,19.17522,72.79204,13.9,34.2,8.3,R0478,Ward_5,20054.0
EVT00482,2022-12-24 00:00,19.00084,72.83513,23.3,60.7,17.8,R0217,Ward_20,19753.0
EVT00483,2023-09-19 00:00,18.89866,72.88231,33.7,104.4,23.3,R0013,Ward_8,44291.0
EVT00484,2019-06-23 00:00,18.94126,72.82409,16.7,59.2,8.8,R0421,Ward_1,30567.0
EVT00485,2022-08-27 00:00,19.17067,72.98035,1.4,4.2,6.3,R0255,Ward_7,2308.0
EVT00486,2019-09-21 00:00,18.99078,72.79136,14.7,39.1,16.0,R0217,Ward_5,14320.0
EVT00487,2015-10-21 00:00,19.02473,72.95889,0.5,0.0,7.0,R0488,Ward_14,9058.0
EVT00488,2016-08-09 00:00,19.02929,72.88899,20.3,55.3,11.7,R0042,Ward_12,34335.0
EVT00489,2015-07-21 00:00,18.91056,72.96837,4.3,11.5,4.7,R0065,Ward_19,25398.0
EVT00490,2022-09-30 00:00,19.14452,72.77267,2.9,1.7,23.1,R0205,Ward_14,38591.0
EVT00491,2022-07-11 00:00,18.99118,72.82949,4.4,9.0,3.7,R0413,Ward_15,25153.0
EVT00492,2021-05-31 00:00,19.1824,72.93377,5.6,23.4,23.4,R0057,Ward_6,49039.0
EVT00493,2022-12-24 00:00,19.08268,72.8582,19.3,69.4,2.8,R0003,Ward_11,47415.0
EVT00494,2021-03-10 00:00,19.15303,72.8293,21.8,78.2,19.7,R0372,Ward_15,21801.0
EVT00495,2020-11-26 00:00,19.05591,72.77916,21.2,79.3,11.6,R0025,Ward_20,34351.0
EVT00496,2018-09-26 00:00,18.97093,72.84762,7.3,10.2,18.6,R0012,Ward_18,13435.0
EVT00497,2020-06-03 00:00,18.9873,72.86592,19.6,51.6,8.5,R0325,Ward_2,29829.0
EVT00498,2023-09-12 00:00,19.0129,72.77842,5.6,23.1,10.1,R0089,Ward_3,26796.0
EVT00499,2020-12-12 00:00,18.92042,72.80327,24.6,75.7,10.9,R0140,Ward_12,48595.0
EVT00500,2023-08-19 00:00,19.1456,72.82614,42.0,122.3,19.9,R0291,Ward_15,2128.0
EVT00501,2022-03-31 00:00,19.00064,72.77881,18.8,48.9,23.5,R0326,Ward_4,19157.0
EVT00502,2022-07-22 00:00,19.26211,72.78812,44.9,140.3,18.2,R0216,Ward_13,1217.0
EVT00503,2022-09-26 00:00,19.25014,72.82908,39.0,125.2,18.1,R0040,Ward_14,48261.0
EVT00504,2018-10-24 00:00,19.18746,72.90131,9.0,20.7,15.2,R0276,Ward_8,34743.0
EVT00505,2017-10-29 00:00,18.88953,72.90187,3.8,5.0,18.5,R0223,Ward_9,37369.0
EVT00506,2022-12-11 00:00,19.18132,72.83368,4.1,23.1,2.1,R0204,Ward_6,33943.0
EVT00507,2015-08-16 00:00,18.97907,72.86365,5.3,19.5,19.0,R0336,Ward_5,13811.0
EVT00508,2022-07-14 00:00,19.05498,72.95176,3.4,12.5,8.3,R0113,Ward_8,1002.0
EVT00509,2018-08-22 00:00,18.99984,72.78466,15.5,27.8,17.7,R0311,Ward_15,29437.0
EVT00510,2019-10-11 00:00,19.12391,72.84561,20.8,64.4,11.9,R0285,Ward_1,17213.0
EVT00511,2017-02-11 00:00,18.99786,72.9592,5.6,20.2,11.6,R0380,Ward_16,10611.0
EVT00512,2018-04-13 00:00,19.14909,72.92479,19.2,56.9,10.3,R0338,Ward_19,48389.0
EVT00513,2019-04-15 00:00,19.12255,72.8991,19.3,49.3,2.9,R0382,Ward_17,18523.0
EVT00514,2022-12-23 00:00,18.98673,72.84253,8.5,25.9,11.7,R0079,Ward_20,29288.0
